date,dewPoint,humidity,maxTemp,minTemp,precipType
2016-04-02,30.88,0.29,68.12,60.95,rain
2016-04-03,42.45,0.59,64.15,54.0,rain
2016-04-04,32.71,0.42,70.49,52.0,rain
2016-04-05,24.85,0.26,71.99,52.0,rain
2016-04-06,33.82,0.4,67.08,54.41,rain
2016-04-07,33.77,0.36,72.0,52.0,rain
2016-04-08,40.17,0.52,69.85,50.0,rain
2016-04-09,35.63,0.4,71.67,53.2,rain
2016-04-10,25.24,0.28,73.84,51.22,rain
2016-04-11,26.38,0.25,74.29,53.5,rain
2016-04-12,31.46,0.33,70.88,55.63,rain
2016-04-13,18.4,0.22,71.07,52.0,rain
2016-04-14,19.57,0.24,73.29,45.48,rain
2016-04-15,18.2,0.19,77.91,48.5,rain
2016-04-16,19.56,0.18,77.09,51.07,rain
2016-04-17,23.16,0.21,74.16,54.58,rain
2016-04-18,25.77,0.2,84.0,56.52,rain
2016-04-19,24.1,0.18,79.41,62.28,rain
2016-04-20,25.42,0.22,71.38,61.0,rain
2016-04-21,26.54,0.24,75.62,57.48,rain
2016-04-22,28.89,0.28,73.22,58.55,rain
2016-04-23,27.16,0.24,75.7,57.0,rain
2016-04-24,24.82,0.21,77.0,58.41,rain
2016-04-25,28.99,0.25,78.53,56.56,rain
2016-04-26,28.37,0.23,79.79,57.95,rain
2016-04-27,24.21,0.19,79.0,59.31,rain
2016-04-28,19.36,0.15,82.0,58.37,rain
2016-04-29,23.32,0.16,86.47,57.05,rain
2016-04-30,25.25,0.15,90.63,63.6,rain
2016-05-01,28.67,0.18,86.0,65.4,rain
2016-05-02,32.54,0.26,75.0,63.22,rain
2016-05-03,36.03,0.29,79.53,64.64,rain
2016-05-04,33.58,0.25,83.15,64.0,rain
2016-05-05,35.22,0.3,81.0,60.05,rain
2016-05-06,37.45,0.31,81.74,58.84,rain
2016-05-07,26.57,0.16,88.0,65.85,rain
2016-05-08,32.07,0.2,87.66,61.63,rain
2016-05-09,30.87,0.19,87.05,62.56,rain
2016-05-10,30.72,0.18,91.17,64.01,rain
2016-05-11,32.97,0.21,88.0,68.42,rain
2016-05-12,39.2,0.45,71.2,55.58,rain
2016-05-13,39.05,0.45,69.82,53.5,rain
2016-05-14,41.92,0.5,67.34,54.0,rain
2016-05-15,43.8,0.49,77.33,54.0,rain
2016-05-16,38.55,0.33,83.08,56.14,rain
2016-05-17,34.22,0.24,84.98,63.54,rain
2016-05-18,28.56,0.19,88.0,64.84,rain
2016-05-19,22.98,0.17,82.0,65.25,rain
2016-05-20,37.48,0.34,72.0,62.36,rain
2016-05-21,40.32,0.41,72.73,59.0,rain
2016-05-22,37.21,0.31,79.0,57.23,rain
2016-05-23,38.04,0.31,82.16,58.55,rain
2016-05-24,44.87,0.44,75.0,61.66,rain
2016-05-25,45.81,0.56,70.0,55.0,rain
2016-05-26,41.23,0.39,76.54,58.71,rain
2016-05-27,39.09,0.32,86.0,58.89,rain
2016-05-28,31.29,0.23,86.0,61.23,rain
2016-05-29,24.64,0.17,84.0,66.0,rain
2016-05-30,26.08,0.19,81.0,61.54,rain
2016-05-31,33.88,0.28,84.0,56.96,rain
2016-06-01,34.82,0.25,88.58,58.36,rain
2016-06-02,34.79,0.21,90.74,64.69,rain
2016-06-03,38.54,0.23,89.83,70.71,rain
2016-06-04,38.14,0.22,91.99,70.01,rain
2016-06-05,39.7,0.24,90.0,71.63,rain
2016-06-06,32.4,0.18,95.0,68.32,rain
2016-06-07,38.78,0.22,91.25,71.52,rain
2016-06-08,40.07,0.24,92.08,68.92,rain
2016-06-09,38.03,0.21,93.0,70.21,rain
2016-06-10,39.82,0.21,93.17,77.0,rain
2016-06-11,45.59,0.31,87.91,73.0,rain
2016-06-12,44.82,0.28,90.34,73.0,rain
2016-06-13,42.8,0.24,94.44,76.57,rain
2016-06-14,43.76,0.24,94.94,78.59,rain
2016-06-15,44.81,0.25,94.78,78.42,rain
2016-06-16,42.94,0.23,94.0,79.2,rain
2016-06-17,40.37,0.22,96.34,75.6,unknown
2016-06-18,32.66,0.16,95.99,75.6,unknown
2016-06-19,32.04,0.16,92.95,74.8,unknown
2016-06-20,36.25,0.18,93.72,74.2,unknown
2016-06-21,37.2,0.2,91.43,74.56,rain
2016-06-22,42.65,0.27,89.4,69.16,rain
2016-06-23,32.22,0.21,85.6,65.16,rain
2016-06-24,34.64,0.21,88.6,67.56,rain
2016-06-25,39.77,0.26,88.6,66.36,unknown
2016-06-26,38.09,0.21,94.78,71.8,unknown
2016-06-27,32.35,0.17,93.61,73.47,unknown
