,crit_viol,yelp_rating,yelp_reviews,risk,insp_badge,crime_count,311_count,construction_count,avg_high_temp,time_diff,target
696,1,2.5,41,2,611,17.0,0.0,4.0,37.15,-101,0
1217,1,4.0,2,2,54,19.0,0.0,8.0,56.25,-230,0
1216,0,4.0,2,2,87,15.0,0.0,5.0,74.09,-200,0
1215,4,4.0,2,2,603,14.0,0.0,8.0,38.94,-106,0
1214,1,4.0,2,2,107,16.0,0.0,5.0,70.0,-287,0
1213,2,4.0,2,2,422,16.0,0.0,8.0,60.02,-154,0
567,1,2.0,24,2,54,28.0,0.0,4.0,49.64,-223,0
566,1,2.0,24,2,107,8.0,1.0,7.0,55.23,-257,0
1242,5,4.0,52,3,29,32.0,0.0,7.0,89.37,-392,1
158,4,4.0,30,2,29,27.0,0.0,15.0,73.01,-535,0
157,4,4.0,30,2,82,15.0,0.0,19.0,40.34,-215,0
156,5,4.0,30,2,624,15.0,0.0,8.0,45.91,-90,1
222,5,3.5,217,3,607,32.0,1.0,16.0,77.7,-228,1
221,3,3.5,217,3,29,25.0,0.0,10.0,75.07,-245,0
810,7,3.5,43,3,82,21.0,0.0,13.0,79.84,-416,1
809,5,3.5,43,3,54,17.0,0.0,4.0,61.82,-422,1
1047,0,3.5,156,2,607,32.0,0.0,4.0,76.74,-403,0
1046,1,3.5,156,2,121,11.0,0.0,6.0,51.42,-189,0
1045,0,3.5,156,2,64,25.0,0.0,0.0,30.85,-310,0
1087,1,4.0,74,3,611,0.0,0.0,1.0,75.57,-300,0
56,12,2.5,69,3,87,11.0,0.0,10.0,44.15,-510,1
55,4,2.5,69,3,124,10.0,0.0,9.0,79.25,-170,0
54,5,2.5,69,3,26,5.0,0.0,6.0,26.53,-148,1
53,1,2.5,69,3,124,4.0,0.0,3.0,57.96,-52,0
344,1,3.5,931,3,54,24.0,0.0,10.0,78.84,-294,0
343,3,3.5,931,3,29,23.0,0.0,9.0,68.68,-172,0
342,3,3.5,931,3,88,31.0,0.0,7.0,47.89,-129,0
341,6,3.5,931,3,121,33.0,0.0,11.0,86.91,-94,1
340,2,3.5,931,3,54,25.0,0.0,17.0,30.12,-232,0
1370,1,4.0,29,3,612,16.0,0.0,5.0,72.82,-408,0
18,3,4.0,273,2,422,7.0,0.0,7.0,84.36,-348,0
17,8,4.0,273,2,624,13.0,0.0,5.0,80.41,-219,1
16,3,4.0,273,2,26,4.0,0.0,4.0,30.85,-259,0
562,8,4.5,54,2,29,9.0,0.0,6.0,73.08,-427,1
561,5,4.5,54,2,54,21.0,0.0,10.0,94.96,-634,1
1190,1,3.5,200,1,54,10.0,0.0,3.0,90.07,-315,0
1189,4,3.5,200,1,650,5.0,0.0,1.0,60.02,-662,0
1309,12,3.0,4,3,64,1.0,0.0,1.0,87.12,-383,1
1308,5,3.0,4,3,612,1.0,0.0,2.0,48.06,-110,1
1307,8,3.0,4,3,650,0.0,0.0,0.0,67.21,-338,1
4,3,3.5,20,3,611,8.0,0.0,3.0,37.31,-552,0
3,2,3.5,20,3,611,10.0,0.0,5.0,78.92,-453,0
2,5,3.5,20,3,107,8.0,0.0,2.0,73.65,-106,1
1196,2,2.5,160,2,422,20.0,0.0,9.0,24.57,-199,0
1120,4,3.0,95,3,82,20.0,0.0,25.0,75.24,-305,0
1119,5,3.0,95,3,88,19.0,0.0,12.0,75.93,-141,1
1118,2,3.0,95,3,107,17.0,0.0,4.0,78.28,-664,0
1241,3,2.0,24,3,29,1.0,0.0,6.0,96.24,-347,0
1240,1,2.0,24,3,82,1.0,0.0,2.0,80.36,-413,0
1150,1,2.0,41,2,124,18.0,0.0,9.0,69.12,-276,0
1149,3,2.0,41,2,87,18.0,0.0,5.0,38.63,-249,0
1148,4,2.0,41,2,89,17.0,0.0,2.0,92.28,-179,0
1147,3,2.0,41,2,124,11.0,0.0,5.0,47.09,-182,0
461,8,4.0,6,2,82,28.0,0.0,4.0,84.32,-388,1
1006,3,3.0,7,3,624,7.0,0.0,2.0,52.15,-241,0
1005,2,3.0,7,3,612,12.0,0.0,4.0,64.13,-213,0
1379,4,3.5,101,3,422,16.0,0.0,10.0,81.18,-396,0
770,2,3.5,1010,3,422,23.0,0.0,12.0,72.42,-619,0
769,8,3.5,1010,3,26,21.0,0.0,8.0,38.04,-310,1
1218,5,3.5,456,3,64,10.0,0.0,4.0,91.58,-679,1
991,6,3.5,406,2,107,35.0,0.0,12.0,80.85,-1022,1
1085,4,3.5,6,3,26,1.0,0.0,7.0,74.61,-146,0
1084,5,3.5,6,3,612,6.0,0.0,8.0,55.97,-217,1
1114,3,4.5,7,2,612,4.0,0.0,4.0,79.63,-432,0
1113,5,4.5,7,2,16,6.0,0.0,2.0,36.99,-504,1
202,1,3.5,61,2,611,24.0,0.0,19.0,64.47,-255,0
419,3,3.5,61,3,82,15.0,0.0,9.0,97.65,-93,0
201,3,3.5,61,2,82,15.0,0.0,3.0,43.43,-159,0
418,1,3.5,61,3,607,12.0,0.0,11.0,31.85,-4,0
417,7,3.5,61,3,29,31.0,0.0,8.0,80.41,-132,1
416,7,3.5,61,3,82,18.0,0.0,5.0,71.81,-169,1
200,3,3.5,61,2,88,14.0,0.0,13.0,42.2,-54,0
199,6,3.5,61,2,54,28.0,0.0,7.0,89.87,-217,1
272,7,2.5,41,3,607,20.0,0.0,10.0,78.54,-417,1
271,13,2.5,41,3,121,16.0,0.0,8.0,72.42,-202,1
270,4,2.5,41,3,54,19.0,0.0,4.0,33.25,-280,0
125,10,4.0,315,3,29,13.0,0.0,19.0,66.93,-460,1
1079,8,2.0,5,2,64,18.0,0.0,15.0,70.16,-782,1
253,5,3.5,290,3,607,23.0,0.0,15.0,78.54,-417,1
252,1,3.5,290,3,54,19.0,0.0,15.0,56.14,-189,0
1295,6,3.0,75,3,603,20.0,0.0,9.0,75.62,-262,1
1294,6,3.0,75,3,82,27.0,0.0,9.0,79.7,-143,1
1293,7,3.0,75,3,29,18.0,0.0,4.0,44.34,-193,1
474,4,4.0,31,3,624,7.0,0.0,11.0,61.73,-182,0
473,3,4.0,31,3,54,10.0,0.0,11.0,67.46,-224,0
145,2,3.0,476,3,124,13.0,0.0,9.0,79.23,-227,0
144,6,3.0,476,3,624,17.0,0.0,10.0,38.48,-241,1
143,6,3.0,476,3,89,16.0,0.0,4.0,95.42,-182,1
142,1,3.0,476,3,611,12.0,0.0,1.0,72.98,-301,0
1063,2,3.0,196,2,54,14.0,0.0,5.0,68.59,-462,0
1062,4,3.0,196,2,107,15.0,0.0,5.0,90.67,-656,0
1248,1,2.5,12,2,422,4.0,0.0,4.0,59.31,-252,0
1247,2,2.5,12,2,88,6.0,0.0,5.0,56.4,-353,0
1246,7,2.5,12,2,650,3.0,0.0,3.0,32.75,-269,1
632,2,3.5,593,3,624,8.0,1.0,9.0,59.5,-355,0
631,9,3.5,593,3,89,17.0,0.0,7.0,93.64,-254,1
630,3,3.5,593,3,107,22.0,0.0,4.0,30.85,-169,0
629,2,3.5,593,3,59,15.0,0.0,9.0,76.45,-144,0
323,4,3.5,76,3,624,16.0,0.0,5.0,87.92,-1041,0
477,6,3.0,64,3,54,2.0,0.0,0.0,80.41,-643,1
476,3,3.0,64,3,612,3.0,0.0,1.0,67.43,-186,0
463,10,3.0,63,3,29,7.0,0.0,5.0,55.42,-612,1
462,2,3.0,63,3,612,3.0,0.0,1.0,70.72,-207,0
403,8,4.0,81,3,603,18.0,0.0,6.0,74.96,-167,1
402,2,4.0,81,3,612,11.0,0.0,10.0,75.93,-182,0
401,8,4.0,81,3,64,16.0,0.0,4.0,70.16,-336,1
753,12,4.0,774,3,650,27.0,1.0,9.0,81.18,-396,1
524,6,4.0,160,3,607,0.0,0.0,2.0,90.57,-318,1
523,8,4.0,160,3,82,0.0,0.0,4.0,28.76,-199,1
309,6,3.5,435,3,29,19.0,0.0,13.0,68.59,-361,1
308,4,3.5,435,3,29,29.0,0.0,9.0,76.94,-174,0
307,7,3.5,435,3,64,15.0,0.0,15.0,79.86,-396,1
1064,3,3.5,23,2,59,12.0,0.0,1.0,82.34,-762,0
859,4,4.0,452,3,422,26.0,0.0,9.0,82.27,-398,0
858,5,4.0,452,3,422,10.0,0.0,7.0,45.91,-557,1
857,3,4.0,452,3,51,15.0,0.0,7.0,89.51,-129,0
1187,8,3.5,175,3,650,26.0,0.0,15.0,87.78,-384,1
1186,3,3.5,175,3,82,24.0,0.0,17.0,79.42,-270,0
375,6,3.0,17,2,89,25.0,0.0,10.0,79.63,-432,1
374,3,3.0,17,2,624,16.0,0.0,8.0,61.09,-196,0
373,2,3.0,17,2,124,11.0,0.0,6.0,67.21,-203,0
372,1,3.0,17,2,422,16.0,0.0,4.0,75.01,-188,0
1050,7,3.0,287,4,29,12.0,0.0,9.0,23.97,-565,1
1049,3,3.0,287,4,54,14.0,0.0,2.0,82.34,-197,0
1048,6,3.0,287,4,603,6.0,0.0,5.0,78.6,-288,1
835,3,4.0,488,3,54,28.0,0.0,12.0,76.42,-290,0
834,3,4.0,488,3,54,12.0,0.0,10.0,38.46,-247,0
1335,4,3.5,266,3,607,10.0,0.0,1.0,88.44,-332,0
1334,1,3.5,266,3,54,5.0,0.0,3.0,34.79,-192,0
938,3,1.5,3,3,607,6.0,0.0,3.0,53.81,-112,0
937,3,1.5,3,3,89,3.0,0.0,1.0,58.48,-395,0
936,9,1.5,3,3,87,4.0,0.0,4.0,67.32,-175,1
935,3,1.5,3,3,124,7.0,0.0,2.0,79.86,-228,0
1434,2,3.5,293,4,64,24.0,0.0,11.0,52.15,-241,0
1433,2,3.5,293,4,64,28.0,0.0,5.0,64.47,-14,0
1432,4,3.5,293,4,650,22.0,0.0,6.0,74.62,-14,0
1431,2,3.5,293,4,64,22.0,0.0,11.0,72.75,-8,0
1430,3,3.5,293,4,603,26.0,0.0,12.0,74.65,-7,0
500,4,4.0,84,3,607,0.0,0.0,0.0,87.12,-322,0
499,5,4.0,84,3,607,0.0,0.0,2.0,39.72,-216,1
498,2,4.0,84,3,82,0.0,0.0,3.0,31.66,-337,0
93,6,4.0,1395,3,64,12.0,0.0,2.0,79.7,-405,1
92,7,4.0,1395,3,64,1.0,0.0,4.0,69.14,-419,1
1285,2,4.0,440,2,82,8.0,0.0,1.0,70.68,-448,0
611,3,3.0,111,3,82,18.0,0.0,9.0,49.14,-213,0
610,4,3.0,111,3,624,13.0,0.0,6.0,49.35,-287,0
609,1,3.0,111,3,422,27.0,0.0,8.0,82.17,-240,0
608,9,3.0,111,3,89,22.0,0.0,11.0,47.23,-111,1
607,1,3.0,111,3,59,16.0,0.0,11.0,75.01,-168,0
674,4,3.5,70,3,82,4.0,0.0,10.0,59.34,-91,0
673,2,3.5,70,3,124,8.0,0.0,12.0,83.82,-161,0
672,1,3.5,70,3,124,2.0,0.0,5.0,39.72,-128,0
671,3,3.5,70,3,26,10.0,0.0,5.0,91.08,-179,0
670,3,3.5,70,3,422,6.0,0.0,3.0,47.14,-141,0
669,2,3.5,70,3,611,11.0,0.0,11.0,78.2,-148,0
1090,1,3.0,161,2,624,3.0,0.0,3.0,74.61,-199,0
1089,1,3.0,161,2,54,5.0,0.0,3.0,34.79,-259,0
1088,2,3.0,161,2,64,0.0,0.0,2.0,58.56,-446,0
626,4,3.0,106,2,54,25.0,0.0,10.0,94.96,-1061,0
6,2,3.5,41,3,87,15.0,0.0,13.0,76.74,-237,0
5,4,3.5,41,3,89,4.0,0.0,13.0,35.49,-477,0
192,2,4.0,87,3,88,12.0,0.0,10.0,64.13,-454,0
190,0,4.0,87,3,64,25.0,0.0,17.0,64.59,-379,0
191,0,4.0,87,3,603,20.0,0.0,8.0,87.51,-207,0
887,1,4.0,161,3,87,18.0,1.0,9.0,84.74,-413,0
886,2,4.0,161,3,603,16.0,0.0,5.0,38.07,-96,0
885,1,4.0,161,3,107,15.0,0.0,5.0,30.12,-412,0
884,2,4.0,161,3,59,20.0,0.0,13.0,87.92,-120,0
1107,2,3.5,137,2,64,11.0,0.0,4.0,65.7,-440,0
1106,1,3.5,137,2,82,9.0,0.0,6.0,85.8,-298,0
839,6,4.0,57,3,603,2.0,0.0,2.0,53.44,-495,1
838,7,4.0,57,3,107,13.0,0.0,2.0,58.48,-134,1
837,10,4.0,57,3,624,9.0,0.0,3.0,41.42,-252,1
836,2,4.0,57,3,611,14.0,0.0,2.0,94.05,-182,0
794,3,4.0,411,3,64,18.0,0.0,9.0,85.73,-1076,0
100,1,3.5,279,3,611,17.0,0.0,6.0,69.56,-258,0
99,3,3.5,279,3,59,17.0,0.0,8.0,69.58,-194,0
98,6,3.5,279,3,54,33.0,0.0,16.0,85.19,-294,1
774,5,4.0,257,3,29,16.0,0.0,12.0,51.06,-419,1
589,4,4.0,1,2,422,7.0,0.0,8.0,53.44,-495,0
720,8,4.0,8011,3,624,16.0,0.0,7.0,79.23,-287,1
719,13,4.0,8011,3,89,11.0,0.0,13.0,86.3,-136,1
718,11,4.0,8011,3,89,9.0,0.0,4.0,85.8,-315,1
717,4,4.0,8011,3,26,15.0,0.0,11.0,43.31,-204,0
716,2,4.0,8011,3,611,6.0,0.0,4.0,77.99,-147,0
390,1,4.0,100,5,422,20.0,0.0,14.0,53.81,-90,0
389,0,4.0,100,5,64,12.0,0.0,5.0,66.77,-205,0
393,0,4.0,100,4,64,12.0,0.0,5.0,66.77,0,0
137,6,4.0,19,3,607,19.0,0.0,9.0,28.27,-521,1
136,11,4.0,19,3,650,25.0,0.0,5.0,90.86,-199,1
135,3,4.0,19,3,107,25.0,0.0,14.0,67.33,-271,0
470,5,4.0,13,3,59,2.0,0.0,3.0,51.06,-591,1
1390,2,4.5,22,2,29,29.0,0.0,8.0,91.68,-391,0
1389,2,4.5,22,2,29,25.0,0.0,7.0,47.85,-193,0
448,2,3.5,90,3,59,2.0,0.0,4.0,87.12,-383,0
447,3,3.5,90,3,54,5.0,0.0,3.0,32.67,-188,0
445,1,3.5,90,3,64,6.0,0.0,4.0,78.79,-220,0
446,5,3.5,90,3,54,0.0,0.0,0.0,95.32,-271,1
132,0,3.0,36,3,54,24.0,0.0,3.0,65.7,-440,0
131,3,3.0,36,3,54,10.0,0.0,12.0,70.72,-379,0
1185,1,3.0,101,3,82,22.0,0.0,17.0,86.06,-313,0
1184,9,3.0,101,3,89,11.0,0.0,15.0,50.9,-181,1
1183,6,3.0,101,3,121,12.0,0.0,3.0,82.17,-246,1
1072,8,3.0,164,3,624,17.0,0.0,9.0,68.0,-384,1
1071,0,3.0,164,3,124,27.0,0.0,12.0,80.36,-309,0
1070,3,3.0,164,3,124,13.0,0.0,10.0,40.34,-105,0
934,2,2.5,166,3,422,20.0,0.0,19.0,28.62,-193,0
933,2,2.5,166,3,88,30.0,0.0,8.0,82.85,-241,0
962,5,3.0,109,3,82,20.0,0.0,6.0,51.85,-214,1
961,3,3.0,109,3,124,12.0,0.0,8.0,68.28,-616,0
960,3,3.0,109,3,422,19.0,0.0,10.0,36.18,-105,0
52,7,3.0,4,3,603,5.0,0.0,2.0,77.22,-404,1
51,4,3.0,4,3,26,3.0,0.0,2.0,31.37,-475,0
50,2,3.0,4,3,612,2.0,0.0,0.0,68.99,-107,0
231,12,3.5,121,3,607,23.0,0.0,11.0,74.61,-265,1
230,1,3.5,121,3,124,16.0,0.0,9.0,70.1,-200,0
229,4,3.5,121,3,124,4.0,0.0,8.0,85.96,-261,0
228,5,3.5,121,3,107,19.0,0.0,10.0,52.28,-121,1
227,2,3.5,121,3,422,13.0,0.0,6.0,68.38,-140,0
1325,7,3.5,89,3,54,18.0,0.0,7.0,98.52,-343,1
220,5,4.0,14,3,54,23.0,0.0,13.0,88.13,-314,1
219,3,4.0,14,3,603,27.0,0.0,10.0,74.36,-733,0
1166,3,3.0,522,3,82,10.0,0.0,10.0,55.97,-482,0
1300,11,3.5,213,3,89,16.0,0.0,8.0,79.84,-293,1
1299,7,3.5,213,3,624,15.0,0.0,5.0,71.07,-200,1
400,0,3.5,43,2,64,9.0,0.0,5.0,78.54,-417,0
399,7,3.5,43,2,82,12.0,0.0,11.0,91.79,-294,1
1016,5,3.0,121,2,29,0.0,0.0,1.0,84.32,-388,1
1015,7,3.0,121,2,64,0.0,0.0,1.0,35.49,-492,1
339,2,4.5,4,3,422,3.0,0.0,5.0,74.61,-265,0
338,5,4.5,4,3,64,1.0,0.0,3.0,55.97,-217,1
337,5,4.5,4,3,26,1.0,0.0,0.0,41.35,-482,1
1331,7,4.0,19,2,422,13.0,0.0,4.0,73.05,-273,1
469,5,2.5,27,3,82,6.0,0.0,2.0,82.48,-308,1
468,2,2.5,27,3,82,3.0,0.0,3.0,32.75,-566,0
467,1,2.5,27,3,64,1.0,0.0,3.0,64.2,-105,0
1253,3,4.0,57,3,603,28.0,0.0,12.0,55.02,-229,0
1252,2,4.0,57,3,54,28.0,0.0,10.0,80.15,-142,0
1251,2,4.0,57,3,29,28.0,0.0,7.0,75.95,-55,0
1250,1,4.0,57,3,54,37.0,0.0,13.0,81.23,-288,0
1249,4,4.0,57,3,650,16.0,0.0,10.0,67.43,-115,0
661,4,2.5,22,3,121,3.0,0.0,1.0,74.61,-265,0
660,0,2.5,22,3,26,7.0,0.0,1.0,68.0,-186,0
659,6,2.5,22,3,624,5.0,0.0,2.0,30.3,-457,1
658,2,2.5,22,3,612,4.0,0.0,0.0,98.84,-159,0
1121,3,4.0,193,3,82,14.0,0.0,11.0,51.06,-591,0
450,10,4.0,57,3,603,20.0,0.0,20.0,69.12,-276,1
449,3,4.0,57,3,54,19.0,0.0,13.0,51.36,-210,0
606,9,3.0,13,3,64,0.0,0.0,1.0,87.78,-384,1
605,7,3.0,13,3,607,1.0,0.0,2.0,38.48,-144,1
604,3,3.0,13,3,54,3.0,0.0,1.0,90.86,-192,0
603,2,3.0,13,3,612,3.0,0.0,1.0,71.81,-92,0
15,9,3.5,5,3,603,7.0,0.0,2.0,81.17,-433,1
14,6,3.5,5,3,422,3.0,0.0,4.0,86.46,-258,1
13,3,3.5,5,3,107,3.0,0.0,2.0,70.72,-128,0
12,2,3.5,5,3,612,4.0,0.0,3.0,68.38,-168,0
360,5,3.0,28,2,29,0.0,0.0,6.0,96.24,-347,1
359,5,3.0,28,2,82,1.0,0.0,2.0,80.36,-413,1
678,5,3.5,1590,3,124,8.0,0.0,9.0,63.38,-473,1
677,3,3.5,1590,3,612,13.0,0.0,8.0,66.11,-519,0
1139,2,4.0,305,3,59,8.0,0.0,5.0,41.44,-864,0
624,5,3.0,511,3,624,6.0,0.0,4.0,55.23,-369,1
623,2,3.0,511,3,124,6.0,0.0,6.0,70.0,-343,0
1160,5,3.0,203,3,82,5.0,0.0,5.0,56.17,-141,1
1159,8,3.0,203,3,89,7.0,0.0,4.0,39.76,-284,1
1158,6,3.0,203,3,26,14.0,0.0,3.0,81.94,-134,1
1157,3,3.0,203,3,611,7.0,0.0,4.0,63.76,-167,0
1156,3,3.0,203,3,59,8.0,0.0,4.0,59.42,-135,0
708,8,3.0,20,5,19,5.0,0.0,2.0,55.71,-187,1
707,15,3.0,20,5,89,1.0,0.0,3.0,51.68,-358,1
706,7,3.0,20,5,422,2.0,0.0,3.0,48.69,-242,1
853,1,3.5,1231,3,124,19.0,0.0,7.0,56.25,-120,0
852,8,3.5,1231,3,603,16.0,0.0,5.0,87.32,-155,1
1074,3,3.0,182,3,107,22.0,0.0,6.0,82.43,-1090,0
1319,6,3.5,8,3,607,5.0,0.0,4.0,55.02,-229,1
1318,7,3.5,8,3,107,4.0,0.0,2.0,84.74,-184,1
1316,6,3.5,8,3,107,3.0,0.0,4.0,80.78,-12,1
1315,4,3.5,8,3,89,6.0,0.0,0.0,71.07,-191,0
1317,9,3.5,8,3,89,6.0,0.0,0.0,71.07,0,1
1354,9,4.0,513,3,624,8.0,0.0,11.0,84.08,-411,1
0,5,4.0,848,3,107,7.0,0.0,10.0,42.2,-807,1
208,4,3.5,382,3,29,19.0,0.0,14.0,68.59,-462,0
207,4,3.5,382,3,107,13.0,0.0,21.0,80.04,-542,0
1191,4,4.0,4,3,611,8.0,0.0,5.0,81.46,-292,0
620,5,4.5,6,4,624,18.0,0.0,9.0,80.78,-425,1
619,3,4.5,6,4,124,23.0,0.0,10.0,58.24,-551,0
123,3,4.5,426,2,88,10.0,0.0,12.0,80.78,-349,0
122,2,4.5,426,2,82,12.0,0.0,8.0,84.81,-338,0
121,5,4.5,426,2,624,11.0,0.0,2.0,94.96,-298,1
1420,4,4.0,24,3,607,8.0,0.0,1.0,76.88,-271,0
180,5,3.5,30,3,64,24.0,0.0,8.0,74.61,-198,1
179,8,3.5,30,3,87,18.0,0.0,3.0,65.7,-175,1
178,6,3.5,30,3,603,15.0,0.0,3.0,51.68,-168,1
177,8,3.5,30,3,26,20.0,0.0,7.0,82.17,-132,1
176,5,3.5,30,3,59,15.0,0.0,4.0,82.68,-257,1
918,3,3.5,66,2,607,17.0,0.0,12.0,75.95,-426,0
917,6,3.5,66,2,121,27.0,0.0,13.0,51.68,-182,1
916,4,3.5,66,2,121,23.0,0.0,4.0,93.24,-140,0
915,5,3.5,66,2,54,13.0,0.0,5.0,50.33,-134,1
914,2,3.5,66,2,107,22.0,0.0,8.0,76.92,-167,0
1224,2,4.0,64,3,422,14.0,0.0,3.0,28.71,-200,0
1141,3,3.0,424,3,422,14.0,0.0,3.0,77.09,-596,0
1140,5,3.0,424,3,51,16.0,0.0,7.0,84.5,-440,1
410,2,3.5,36,2,64,4.0,0.0,2.0,55.82,-476,0
282,4,3.5,158,3,64,12.0,0.0,6.0,72.57,-618,0
281,3,3.5,158,3,624,16.0,0.0,6.0,95.32,-444,0
1211,6,2.5,32,3,607,14.0,0.0,7.0,63.38,-473,1
1210,7,2.5,32,3,121,17.0,0.0,14.0,56.14,-133,1
1209,2,2.5,32,3,54,13.0,0.0,8.0,31.37,-273,0
363,4,3.5,136,4,107,5.0,0.0,2.0,87.12,-171,0
362,13,3.5,136,4,87,14.0,0.0,2.0,56.4,-276,1
361,2,3.5,136,4,611,11.0,0.0,2.0,35.49,-275,0
1008,9,4.0,272,3,422,17.0,0.0,11.0,88.61,-389,1
1007,4,4.0,272,3,612,14.0,0.0,5.0,42.24,-565,0
649,5,2.5,265,3,624,13.0,0.0,11.0,31.85,-511,1
648,2,2.5,265,3,611,22.0,0.0,8.0,83.71,-490,0
856,4,3.5,191,3,64,2.0,0.0,1.0,84.74,-412,0
855,3,3.5,191,3,54,3.0,0.0,0.0,66.01,-386,0
537,4,2.0,55,3,124,18.0,0.0,5.0,83.49,-203,0
536,10,2.0,55,3,624,17.0,0.0,5.0,35.63,-223,1
535,5,2.0,55,3,59,11.0,0.0,8.0,77.23,-469,1
980,12,3.5,135,4,64,19.0,0.0,5.0,38.2,-893,1
982,3,3.5,135,4,107,36.0,0.0,11.0,46.97,-65,0
981,1,3.5,135,4,54,31.0,0.0,7.0,94.05,-105,0
652,8,3.5,77,4,624,11.0,0.0,2.0,79.39,-685,1
651,5,3.5,77,4,422,9.0,0.0,4.0,70.12,-131,1
650,8,3.5,77,4,603,10.0,0.0,8.0,24.95,-90,1
1069,5,3.5,92,4,26,8.0,0.0,2.0,38.2,-733,1
483,4,3.0,287,3,124,12.0,0.0,5.0,76.42,-290,0
482,8,3.0,287,3,624,14.0,0.0,3.0,38.9,-249,1
481,3,3.0,287,3,59,12.0,0.0,8.0,77.23,-479,0
1125,9,3.0,166,3,89,11.0,0.0,6.0,89.93,-203,1
1124,2,3.0,166,3,124,9.0,0.0,8.0,56.65,-126,0
1123,9,3.0,166,3,624,17.0,0.0,4.0,82.51,-201,1
1122,4,3.0,166,3,26,6.0,0.0,10.0,39.41,-243,0
581,3,3.5,26,3,26,8.0,0.0,1.0,64.47,-255,0
580,3,3.5,26,3,88,7.0,0.0,5.0,47.85,-329,0
407,3,3.5,183,3,607,14.0,0.0,11.0,46.84,-490,0
406,1,3.5,183,3,59,22.0,0.0,8.0,81.94,-179,0
405,6,3.5,183,3,121,16.0,0.0,6.0,71.81,-143,1
851,2,3.5,183,3,422,0.0,0.0,3.0,52.15,-241,0
850,8,3.5,183,3,59,6.0,0.0,2.0,73.65,-870,1
1116,5,3.5,118,5,26,15.0,0.0,7.0,93.64,-551,1
1115,13,3.5,118,5,650,20.0,0.0,6.0,68.18,-257,1
472,2,2.5,15,3,54,0.0,0.0,1.0,68.0,-451,0
471,0,2.5,15,3,54,2.0,0.0,2.0,42.4,-490,0
1320,3,3.0,26,3,64,22.0,0.0,5.0,68.87,-441,0
1328,5,3.0,18,3,29,10.0,0.0,3.0,51.61,-224,1
1327,4,3.0,18,3,611,6.0,0.0,0.0,46.84,-266,0
1024,3,4.0,171,2,612,3.0,0.0,5.0,68.46,-458,0
1165,4,3.5,167,3,16,11.0,0.0,8.0,30.3,-908,0
786,4,4.0,78,3,611,21.0,0.0,8.0,73.05,-273,0
785,1,4.0,78,3,59,18.0,0.0,6.0,66.77,-166,0
784,7,4.0,78,3,59,27.0,0.0,14.0,83.33,-226,1
1418,7,3.5,73,3,603,11.0,0.0,5.0,73.05,-196,1
38,2,3.5,17,2,603,7.0,0.0,2.0,68.68,-466,0
37,3,3.5,17,2,612,5.0,0.0,2.0,69.31,-517,0
251,8,4.0,236,3,29,8.0,0.0,5.0,50.9,-494,1
729,6,2.5,104,2,64,4.0,0.0,3.0,82.17,-740,1
728,3,2.5,104,2,64,9.0,0.0,1.0,94.05,-323,0
833,2,3.0,13,2,124,12.0,0.0,15.0,32.67,-571,0
832,8,3.0,13,2,422,31.0,0.0,10.0,82.68,-203,1
831,3,3.0,13,2,124,25.0,0.0,11.0,67.33,-217,0
1018,4,4.5,3,2,59,8.0,0.0,2.0,49.6,-413,0
1017,3,4.5,3,2,624,12.0,0.0,1.0,79.73,-440,0
920,2,3.5,71,3,124,19.0,0.0,4.0,36.38,-934,0
297,4,2.5,16,3,607,8.0,0.0,10.0,73.05,-228,0
296,8,2.5,16,3,89,10.0,0.0,7.0,84.08,-138,1
295,9,2.5,16,3,624,4.0,0.0,5.0,62.33,-202,1
294,3,2.5,16,3,107,8.0,0.0,5.0,36.38,-321,0
293,2,2.5,16,3,124,8.0,0.0,8.0,96.8,-136,0
1255,8,3.0,3,2,61,6.0,0.0,5.0,72.42,-619,1
1254,7,3.0,3,2,26,4.0,0.0,3.0,57.96,-350,1
789,1,3.0,785,2,624,16.0,0.0,6.0,66.77,-439,0
788,5,3.0,785,2,59,12.0,0.0,10.0,71.73,-673,1
646,5,3.5,200,3,121,35.0,0.0,6.0,59.31,-200,1
645,0,3.5,200,3,624,19.0,0.0,7.0,77.55,-55,0
644,7,3.5,200,3,624,24.0,0.0,3.0,65.7,-133,1
643,2,3.5,200,3,124,28.0,0.0,8.0,49.23,-146,0
642,5,3.5,200,3,89,31.0,0.0,6.0,91.13,-161,1
641,7,3.5,200,3,603,13.0,0.0,7.0,32.16,-163,1
790,0,3.5,105,3,64,18.0,0.0,4.0,94.05,-1063,0
1286,1,4.0,57,4,422,20.0,0.0,14.0,53.81,-234,0
1414,10,4.0,31,3,19,5.0,0.0,9.0,85.75,-271,1
66,0,2.5,2,2,64,1.0,0.0,1.0,85.77,-262,0
881,5,2.5,2,4,64,1.0,0.0,1.0,85.77,0,1
65,2,2.5,2,2,603,4.0,0.0,3.0,69.58,-131,0
880,0,2.5,2,4,603,4.0,0.0,3.0,69.58,0,0
64,1,2.5,2,2,87,3.0,0.0,2.0,76.39,-332,0
879,7,2.5,2,4,87,3.0,0.0,2.0,76.39,0,1
878,7,2.5,2,4,624,0.0,0.0,0.0,32.75,-90,1
63,0,2.5,2,2,612,1.0,0.0,1.0,78.5,-133,0
877,1,2.5,2,4,612,1.0,0.0,1.0,78.5,0,0
628,7,4.0,23,3,64,15.0,0.0,10.0,78.84,-294,1
