OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMENTS,ADDRESS,ADDRID,X,Y,DESCRIPTIO,STATUS,TYPE
690,ABRA-090634,GBD Fried Chicken & Doughnuts,"NEIGHBORHOOD RESTAURANT GROUP XVII, LLC",C,,1323 CONNECTICUT AVENUE NW,279063,396353,137791.89,Restaurant,Active,Restaurant
691,ABRA-092808,gcdc,"gcdc, LLC",C,,1730 PENNSYLVANIA AVENUE NW,279358,396510.44,136765.87,Restaurant,Active,Restaurant
692,ABRA-089069,Gedera Market,Askale Yaregal,B,,4600 14TH STREET NW,255536,397139.14,142043.13,Retail - Class B,Active,Retail - Class B
693,ABRA-083125,Gee's Market,"Shitu, Inc.",B,,3583 WARDER STREET NW,228659,398197.07,140775.32,Retail - Class B,Active,Retail - Class B
694,ABRA-026668,George Washington University Club,"George Washington University Club, Inc.",C,,1918 F STREET NW,291474,396155.63,136585.7,Club,Safekeeping,Club
695,ABRA-000779,Georgetown Club at Suter Tavern,"The Historic Georgetown Club, Inc.",C,,1530 WISCONSIN AVENUE NW,272602,394385.88,137973.67,Club,Active,Club
696,ABRA-088198,Georgetown Inn-Daily Grill,"Georgetown Washington DC Inn, LLC",C,,1310 WISCONSIN AVENUE NW,279035,394486.89,137707.09,Hotel,Active,Hotel
697,ABRA-095632,Georgetown Piano Bar,"NPB Group, LLC",C,,3287 M STREET NW,285545,394305.6,137496.83,Tavern,Active,Tavern
698,ABRA-085209,Georgetown Wine and Spirits,"Jade Liquors, Inc.",A,,1500 27TH STREET NW,299895,395173.73,137967.99,Retail - Liquor Store,Active,Retail - Liquor Store
699,ABRA-071950,Georgia Avenue Food Barn,"Soo & Chan, Inc.",A,,6205 GEORGIA AVENUE NW,302323,397638.16,144152.68,Retail - Liquor Store,Active,Retail - Liquor Store
700,ABRA-077127,Georgia Brown's,"GBR-DC, LLC",C,,950 15TH STREET NW,300986,396975.53,137139.58,Restaurant,Active,Restaurant
701,ABRA-091196,Georgia Line Convenience Store,A  AND A LLC,B,,5125 GEORGIA AVENUE NW,251743,397638.7,142761.58,Retail - Grocery,Active,Retail - Grocery
702,ABRA-060723,Geranium Market,MYRB Corporation,B,,7350 GEORGIA AVENUE NW,253539,397684.95,145701.9,Retail - Grocery,Active,Retail - Grocery
703,ABRA-088785,Ghibellina/Sotto,HGH 1610 LLC,C,,1610 14TH STREET NW,240204,397199.73,138189.32,Tavern,Active,Tavern
704,ABRA-086205,Ghion Restaurant and Lounge,"Flora Restaurant and Lounge, LLC",C,,2010 9TH STREET NW,239457,397903.73,138835.38,Tavern,Active,Tavern
705,ABRA-060569,Giant,Giant of Maryland LLC,B,,1050 BRENTWOOD ROAD NE,299835,400656.59,139039.13,Retail - Grocery,Active,Retail - Grocery
706,ABRA-092842,Giant #2376,Giant of Maryland LLC,B,,1400 7TH STREET NW,304153,398081.2,137878.29,Retail - Grocery,Active,Retail - Grocery
707,ABRA-092843,Giant #2376,Giant of Maryland LLC,D,,1400 7TH STREET NW,304153,398081.2,137878.29,Restaurant,Active,Restaurant
708,ABRA-095375,Giant #2379,Giant of Maryland LLC,B,,3336 WISCONSIN AVENUE NW,223125,393671.02,140720.27,Retail - Grocery,Active,Retail - Grocery
709,ABRA-095376,Giant #2379,Giant of Maryland LLC,D,,3336 WISCONSIN AVENUE NW,223125,393671.02,140720.27,Restaurant,Active,Restaurant
710,ABRA-091952,Giant #2381,"Giant of Maryland, LLC",B,,300 H STREET NE,308511,399857.33,136953.04,Retail - Grocery,Active,Retail - Grocery
711,ABRA-077233,Giant #384,"Giant of Maryland, LLC",B,,1525 ALABAMA AVENUE SE,306086,401635.51,130795.19,Retail - Grocery,Active,Retail - Grocery
712,ABRA-072580,Giant Food Store #378,"Giant of Maryland, LLC",B,,1345 PARK ROAD NW,297595,397232.21,140326.39,Retail - Grocery,Active,Retail - Grocery
713,ABRA-075065,Giant Food Store #382,Giant of Maryland LLC,B,,4303 CONNECTICUT AVENUE NW,301784,394523.79,141846.96,Retail - Grocery,Active,Retail - Grocery
714,ABRA-074791,Giant Liquors,"Giant Enterprises, Inc.",A,,3504 GEORGIA AVENUE NW,232242,397903.25,140594.39,Retail - Liquor Store,Active,Retail - Liquor Store
715,ABRA-087727,Gin Rummy,"Gin Rummy Group, Inc.",C,,3522 12TH STREET NE,33521,400755.3,140586.4,Restaurant,Safekeeping,Restaurant
716,ABRA-090078,Glen's Garden Market,GLEN'S GARDEN MARKET LLC,D,,2001 S STREET NW,242564,396080.16,138491.14,Restaurant,Active,Restaurant
717,ABRA-090082,GLEN'S GARDEN MARKET,"GLEN'S GARDEN MARKET, LLC",B,,2001 S STREET NW,242564,396080.16,138491.14,Retail - Grocery,Active,Retail - Grocery
718,ABRA-100251,Glen's Garden Market Shaw,"Glen's Shaw, LLC",D,,515 15TH STREET NW,279820,397103.43,136567.81,Restaurant,Active,Restaurant
719,ABRA-100252,Glen's Garden Market Shaw,"Glen's Shaw, LLC",B,,515 15TH STREET NW,279820,397103.43,136567.81,Retail - Class B,Active,Retail - Class B
720,ABRA-070623,Gloria's Restaurant & Carry Out,"Umana's, Inc.",D,,3411 14TH STREET NW,230885,397190.33,140442,Restaurant,Active,Restaurant
721,ABRA-016999,Glover Park Market,Nicholas & Alexis Inc.,B,,2411 37TH STREET NW,284384,393677.88,139291.85,Retail - Grocery,Active,Retail - Grocery
722,ABRA-098589,GOLD COAST CAFE & mART,ALFA  LLC,B,,5501 COLORADO AVENUE NW,285216,397153,143161.96,Retail - Grocery,Active,Retail - Grocery
723,ABRA-097033,Golden Angel Trading Inc.,Golden Angel Trading Inc.,A,,914 RHODE ISLAND AVENUE NE,289063,400570.74,139385.38,Retail - Liquor Store,Active,Retail - Liquor Store
724,ABRA-098178,Good Food Markets,"Good Food Markets, LLC",B,,2006 RHODE ISLAND AVENUE NE,53027,402099.25,140183.13,Retail - Grocery,Active,Retail - Grocery
725,ABRA-093974,Good Hope Deli & Market,"S & A Deli, Inc.",B,,1736 GOOD HOPE ROAD SE,56735,401774.74,133139.19,Retail - Grocery,Active,Retail - Grocery
726,ABRA-060116,Good Ole Reliable Liquors,"Mohabat, Inc.",A,,1513 RHODE ISLAND AVENUE NE,62059,401547.65,139766.98,Retail - Liquor Store,Active,Retail - Liquor Store
727,ABRA-089350,Good Stuff Eatery,"Good Stuff Eatery Georgetown , LLC",C,,3291 M STREET NW,271948,394295.83,137496.49,Restaurant,Active,Restaurant
728,ABRA-078027,Good Stuff Eatery,"Sunnyside Group, LLC",D,,303 PENNSYLVANIA AVENUE SE,41446,399843.36,135425.53,Restaurant,Active,Restaurant
729,ABRA-060326,Gordon Biersch Brewery Restaurant,"Big River Breweries, LTD",C,,900 F STREET NW,243269,397889.76,136579.88,Restaurant,Active,Restaurant
730,ABRA-090968,Gordon Biersch Brewery Restaurant,"BIG RIVER BREWERIES, INC",C,,100 M STREET SE,76100,399536.61,134324.62,Restaurant,Active,Restaurant
731,ABRA-075733,Grace Bamboo,"Cherches, LLC",C,,3206 GRACE STREET NW,277272,394520.24,137335.33,Restaurant,Safekeeping,Restaurant
732,ABRA-086500,Graffiato,"Isabella Bella, LLC",C,,707 6TH STREET NW,238947,398301.5,136758.54,Restaurant,Active,Restaurant
733,ABRA-076693,Grand Central,"Grand Central, LLC",C,,2447 18TH STREET NW,218136,396353.02,139320.5,Restaurant,Active,Restaurant
734,ABRA-087920,Grand Hyatt Washington,"CCHH GHDC, LLC",C,,1000 H STREET NW,239368,397702.33,136832.4,Hotel,Active,Hotel
735,ABRA-089508,Grand Liquors,Myongwoo Inc.,A,,409 15TH STREET NE,27128,401445.56,136381.41,Retail - Liquor Store,Active,Retail - Liquor Store
736,ABRA-072792,Granville Moore's Brickyard,Granville Moore's Brickyard LLC,C,,1238 H STREET NE,70241,400960.31,136947.74,Restaurant,Active,Restaurant
737,ABRA-077268,Grapes n' Hopes Market,512 Rhode Island Avenue LLC,B,,512 RHODE ISLAND AVENUE NW,238781,398310.19,138343.01,Retail - Grocery,Active,Retail - Grocery
738,ABRA-093808,Gray's Market,BIN  & AB  LLC,B,,3306 GEORGIA AVENUE NW,233025,397935.54,140378.07,Retail - Grocery,Active,Retail - Grocery
739,ABRA-087344,Great Wall Szechuan House,KLYS Inc.,D,,1527 14TH STREET NW,225726,397252.23,138080.53,Restaurant,Active,Restaurant
740,ABRA-074503,Green Island Cafe/Heaven & Hell (The),"Green Island Heaven and Hell, Inc.",C,,2327 18TH STREET NW,235600,396392.63,139173.94,Tavern,Active,Tavern
741,ABRA-060411,Green Lantern/Tool Shed,"Carriage House, LLC",C,,1335 GREEN COURT NW,279092,397322.62,137403.53,Nightclub,Active,Nightclub
742,ABRA-075614,Greenway Liquors,"Capitol 1 DC, LLC",A,,3700 MINNESOTA AVENUE NE,32378,404079.21,135848.86,Retail - Liquor Store,Active,Retail - Liquor Store
743,ABRA-023794,Grillfish,"Grillfish of Washington DC, LLC",C,,1200 NEW HAMPSHIRE AVENUE NW,242474,395867.08,137550.87,Restaurant,Active,Restaurant
744,ABRA-094847,grk Fresh Greek,MANI LLC,C,,1140 19TH STREET NW,241076,396193.86,137456.2,Restaurant,Active,Restaurant
745,ABRA-090830,Gryphon (The),TOP SHELF GROUP LLC,C,,1337 CONNECTICUT AVENUE NW,279096,396337.4,137825.96,Tavern,Active,Tavern
746,ABRA-016332,Guapo's Restaurant,"Guapo's Restaurant, Inc.",C,,4515 WISCONSIN AVENUE NW,284931,393106.76,142284.9,Restaurant,Active,Restaurant
747,ABRA-076393,Guilford Liquor,"YDK, Inc.",A,,446 RHODE ISLAND AVENUE NW,279787,398373.69,138366.1,Retail - Liquor Store,Active,Retail - Liquor Store
748,ABRA-090582,Gypsy Sally's,"Gypsy Sally's Acoustic Tavern, LLC",C,,3401 K STREET NW,279705,394091.94,137366.84,Tavern,Active,Tavern
749,ABRA-089158,H & PIZZA,"Ima Pizza H Street NE, LLC",C,,1118 H STREET NE,73749,400799.73,136955.15,Restaurant,Active,Restaurant
750,ABRA-076649,H Street Country Club,"Par Bar, LLC",C,,1335 H STREET NE,286071,401122.04,136886.88,Tavern,Active,Tavern
751,ABRA-021540,Haad Thai Restaurant,"Haad Thai Restaurant, Inc.",C,,1100 NEW YORK AVENUE NW,297684,397619.45,136979.92,Restaurant,Active,Restaurant
752,ABRA-024197,Habana Village,"Multi-management, Inc.",C,,1834 COLUMBIA ROAD NW,235389,396258.42,139318.55,Restaurant,Active,Restaurant
753,ABRA-087362,Habesha Market & Carry-Out Restaurant,"Zeni, LLC",D,,1919 9TH STREET NW,239846,397945.47,138718.34,Restaurant,Active,Restaurant
754,ABRA-090274,Hache Lounge,"Hache Lounge, LLC",C,,441 KENNEDY STREET NW,248789,398300.73,143192.15,Tavern,Active,Tavern
755,ABRA-094107,Halftime Sports Bar,"New York Avenue  Beach Bar, LLC",C,,1427 H STREET NE,286182,401339.82,136910,Tavern,Active,Tavern
756,ABRA-098754,Halsa,"Blue Zone, LLC",D,,655 MICHIGAN AVENUE NE,309939,400275.18,140523.46,Restaurant,Active,Restaurant
757,ABRA-025161,HAMILTON CROWNE PLAZA,Massachusetts Mutual Life Insurance Co.,C,,1001 14TH STREET NW,240644,397260.09,137229.87,Hotel,Active,Hotel
758,ABRA-094229,Hamilton Liquors,"Sole Properties, LLC",A,,5205 GEORGIA AVENUE NW,251692,397634.6,142807.36,Retail - Liquor Store,Active,Retail - Liquor Store
759,ABRA-075915,Hamilton's Bar & Grill,"Hamilton Restaurant Group, Inc.",C,,233 2ND STREET NW,279585,398833.93,136156.67,Tavern,Active,Tavern
760,ABRA-090214,Hampton Inn - DC Convention Center,HHLP DC Convention Center,C,,901 6TH STREET NW,300640,398295.53,137103.05,Tavern,Active,Tavern
761,ABRA-091668,Hampton Inn-White House Suite Shop (Single Sales Exception),"Lodging Concessions, LLC",B,,1729 H STREET NW,279355,396434.21,136958.98,Retail - Class B,Active,Retail - Class B
762,ABRA-071913,Hank's Oyster Bar,"Leeds The Way, LLC",C,,1622 Q STREET NW,225832,396700.36,138117.18,Restaurant,Active,Restaurant
763,ABRA-089718,Hanks Oyster Bar (Duplicate License 07/15/2014),"Hanks on the Hill, LLC",C,,633 PENNSYLVANIA AVENUE SE,2632,400231.56,135215.42,Restaurant,Active,Restaurant
764,ABRA-096125,Hans Pedr' Kaffe & Restaurant,Hans Pedr' LLC,D,,1781 FLORIDA AVENUE NW,279382,396453.6,138846.56,Restaurant,Active,Restaurant
765,ABRA-014130,Hard Rock Cafe,"Hard Rock Cafe International (STP), Inc.",C,,999 E STREET NW,239820,397782.1,136498.25,Restaurant,Active,Restaurant
766,ABRA-023471,Harmony Cafe,"Wing Fu, Corp.",C,,3287 M STREET NW,285545,394305.6,137496.83,Restaurant,Active,Restaurant
831,ABRA-074960,Imperial Liquors,"Parki, Inc.",A,,1050 17TH STREET NW,278801,396632.21,137279.33,Retail - Liquor Store,Active,Retail - Liquor Store
832,ABRA-095030,India Gate,"INDIA GET RESTAURANT, INC.",C,,2020 P STREET NW,242675,396022,137949.81,Restaurant,Active,Restaurant
833,ABRA-092792,INDIGO-Indian food on the go!,Four Five Eight LLC,C,,243 K STREET NE,47157,399807.21,137155.44,Restaurant,Active,Restaurant
834,ABRA-060528,Indique,"Dakshin, Inc.",C,,3512 CONNECTICUT AVENUE NW,223369,394877.66,140905.13,Restaurant,Active,Restaurant
835,ABRA-084905,INTERNATIONAL HOUSE OF PONG,DAVID  SAKAI,C,,1010 WISCONSIN AVENUE NW,278784,394531.73,137248.53,Restaurant,405.1 New Const,Restaurant
836,ABRA-083128,International Progreso Market,"Ramos Market, inc.",B,,3158 MOUNT PLEASANT STREET NW,236467,396681.69,140258.18,Retail - Grocery,Active,Retail - Grocery
837,ABRA-060573,International Spy Museum,"The House on F Street, LLC",C,,800 F STREET NW,238378,397980.18,136570.17,Multipurpose,Active,Multipurpose
838,ABRA-060298,Irish Channel Restaurant,"Irish Channel, LLC",C,,500 H STREET NW,242981,398330.11,136867.3,Tavern,Active,Tavern
839,ABRA-087685,Irish Whiskey,Good Life 1207 LLC.,C,,1207 19TH STREET NW,278927,396253.28,137576.27,Tavern,Active,Tavern
840,ABRA-090284,Iron Gate,"Neighborhood Restaurant Group XIV, LLC",C,,1734 N STREET NW,290199,396544.48,137686.64,Restaurant,Active,Restaurant
841,ABRA-081525,Iron Horse,"Iron Horse, LLC",C,,507 7TH STREET NW,302649,398115.31,136508.68,Tavern,Active,Tavern
842,ABRA-000301,Irving Wine & Spirits,"Lee-Irving Liquor, Inc.",A,,3100 MOUNT PLEASANT STREET NW,236441,396737.87,140113.58,Retail - Liquor Store,Active,Retail - Liquor Store
843,ABRA-024599,Islander Caribbean Restaurant & Lounge (The),"LCRL, Inc.",C,,1201 U STREET NW,285496,397544.59,138814.2,Restaurant,Active,Restaurant
844,ABRA-085456,Italian Pizza Kitchen,"2608 Connecticut Avenue, LLC",C,,2608 CONNECTICUT AVENUE NW,219090,395480.77,139567.16,Restaurant,Active,Restaurant
845,ABRA-079296,Italian Pizza Kitchen,"Gmb food Services, LLC",C,,4483 CONNECTICUT AVENUE NW,220623,394346.34,142201.76,Restaurant,Active,Restaurant
846,ABRA-090427,I-Thai,"I-Thai, LLC",C,,3003 M STREET NW,299145,394854.21,137502.9,Restaurant,Active,Restaurant
847,ABRA-092860,Ivy and Coney,"Ivey and Coney, LLC",C,,1537 7TH STREET NW,238607,398128.11,138088.51,Tavern,Active,Tavern
848,ABRA-093795,Ivy City Tavern,"Ivy City Tavern, Inc.",C,,1356 OKIE STREET NE,66093,401253.02,138529.88,Tavern,Active,Tavern
849,ABRA-088274,Izakaya Seki,"Restaurant Seki, LLC",C,,1117 V STREET NW,238986,397589.32,138934.2,Restaurant,Active,Restaurant
850,ABRA-093991,J & D Market,"Jimmy & Jimmy, Inc.",B,,2201 MINNESOTA AVENUE SE,50557,402204.69,133721.34,Retail - Grocery,Active,Retail - Grocery
851,ABRA-090684,J & K Market,"IVZ, LLC",B,,234 15TH STREET NE,48344,401393.84,136177.04,Retail - Grocery,Active,Retail - Grocery
852,ABRA-075647,J J Liquors,"Joo Family, Inc",A,,1211 BRENTWOOD ROAD NE,285928,400902.77,139144.43,Retail - Liquor Store,Active,Retail - Liquor Store
853,ABRA-072358,J Paul's,"J. Paul's DC, LLC",C,,3218 M STREET NW,271892,394491.91,137459.2,Restaurant,Active,Restaurant
854,ABRA-008511,J P's,B J Enterprises Inc,C,,2412 WISCONSIN AVENUE NW,289355,393716.17,139283.51,Nightclub,Safekeeping,Nightclub
855,ABRA-060171,J.W. Marriott Hotel,"CCMH DC, LLC",C,,1331 PENNSYLVANIA AVENUE NW,279081,397278.55,136502.52,Hotel,Active,Hotel
856,ABRA-081997,Jack Rose,"Adams Morgan F&B, LLC",C,,2007 18TH STREET NW,235575,396416.88,138837.22,Restaurant,Active,Restaurant
857,ABRA-074004,Jackey Cafe,"Rainbow Inn, Inc",C,,611 H STREET NW,238698,398221.74,136911.28,Restaurant,Active,Restaurant
858,ABRA-091915,Jackpot,"Jackpot, LLC",C,,726 7TH STREET NW,238412,398071.92,136830.85,Tavern,Active,Tavern
859,ABRA-086013,JAKE'S AMERICAN GRILLE,"UGLY MUG, LLC",C,,5016 CONNECTICUT AVENUE NW,285044,393906.1,143038.76,Restaurant,Active,Restaurant
860,ABRA-019105,Jaleo,Tapas Y Mas Inc.,C,,480 7TH STREET NW,301787,398077.5,136453.09,Restaurant,Active,Restaurant
861,ABRA-077039,James Hoban's,"The Bards of Washington, LLC",C,,1 DUPONT CIRCLE NW,241055,396140.8,137911.97,Restaurant,Active,Restaurant
862,ABRA-072780,Java House,"Aha, Corp.",D,,1645 Q STREET NW,279285,396688.69,138159.72,Restaurant,Active,Restaurant
863,ABRA-084240,JB Liquors,"Lin's spirit, Inc.",A,,3914 14TH STREET NW,259041,397137.55,141241.88,Retail - Liquor Store,Active,Retail - Liquor Store
864,ABRA-092970,"JBS Ventures, LLC","JBS Ventures, LLC",C,,1064 WISCONSIN AVENUE NW,278804,394532.47,137408,Restaurant,Safekeeping,Restaurant
865,ABRA-074373,Jefferson Liquors,"Joung's Jefferson, Inc.",A,,5307 GEORGIA AVENUE NW,295086,397615.92,142946.38,Retail - Liquor Store,Active,Retail - Liquor Store
866,ABRA-098041,Jenny's,H & J Oriental Corporation,C,,668 WATER STREET SW,312664,398026.12,134434.38,Restaurant,Active,Restaurant
867,ABRA-076330,Jimmy Valentine's Lonely Hearts Club,"Jvlhc, LLC",C,,1103 BLADENSBURG ROAD NE,74450,401682.69,137339.92,Tavern,Active,Tavern
868,ABRA-023734,Jin,"Two Brothers & a Sister, Inc.",C,,2017 14TH STREET NW,240351,397258.02,138863.8,Tavern,Active,Tavern
869,ABRA-025523,JJ Mutt Wine & Spirits,Bhuller's Corporation,A,,643 PENNSYLVANIA AVENUE SE,1770,400259.24,135202.67,Retail - Liquor Store,Active,Retail - Liquor Store
870,ABRA-060737,Jo Jo Restaurant & Bar,Jojo Development Inc.,C,,1518 U STREET NW,242102,396931.45,138775,Restaurant,Active,Restaurant
871,ABRA-060351,Joe Caplan Liquors,"DK, Corporation",A,,1913 7TH STREET NW,218566,398116.38,138680.55,Retail - Liquor Store,Active,Retail - Liquor Store
872,ABRA-093894,"Joe’s Seafood, Prime Steak and Stone Crab","JOE'S OF DC, LLC",C,,750 15TH STREET NW,310544,397057.67,136907.94,Restaurant,Active,Restaurant
873,ABRA-025996,Johana's Restaurant,"Johanna's, Inc",C,,4728 14TH STREET NW,255639,397133.55,142234.93,Tavern,Active,Tavern
874,ABRA-060401,Johnny Pistolas,Zinat Inc.,C,,2333 18TH STREET NW,235617,396391.41,139180.7,Restaurant,Active,Restaurant
875,ABRA-081606,Johnny Rockets,The Johnny Rockets Group Inc.,C,,3131 M STREET NW,272021,394619.79,137506.55,Restaurant,Safekeeping,Restaurant
876,ABRA-074573,Johnny's Half Shell,"Po' Boy, LLC",C,,400 NORTH CAPITOL STREET NW,242916,399167.35,136394.39,Restaurant,Active,Restaurant
877,ABRA-083926,Joint Chiefs,"Notta Bike or Bar, LLC",C,,3400 11TH STREET NW,230947,397526.22,140456.43,Tavern,Active,Tavern
878,ABRA-097825,Jos. A. Magnus & Co.,"Jos. A. Magnus & Co., LLC",A,,2052 WEST VIRGINIA AVENUE NE,52236,401611.77,138552.01,Manufacturer,Active,Manufacturer
879,ABRA-097742,Jose,"Topo Atrio, LLC",C,,1100 PENNSYLVANIA AVENUE NW,293192,397609.02,136250.59,Restaurant,405.1 New Const,Restaurant
880,ABRA-076906,Josephine,1010 V Llc,C,,1010 VERMONT AVENUE NW,240257,397066.68,137247.2,Tavern,Active,Tavern
881,ABRA-009267,Jr's Bar and Grill,TCR Inc,C,,1519 17TH STREET NW,225669,396687.06,138068.6,Tavern,Active,Tavern
882,ABRA-091432,Juanita's Restaurant,Juanita's Inc.,C,,3521 14TH STREET NW,230200,397188.49,140851.77,Tavern,Active,Tavern
883,ABRA-074162,Jubilee Market,"ZG Market, Inc.",B,,2316 4TH STREET NE,48592,399929.45,139214.72,Retail - Grocery,Active,Retail - Grocery
884,ABRA-000420,Jumbo Liquors,"Jumbo Liquors, Inc.",A,,1122 H STREET NE,73532,400810.33,136948.61,Retail - Liquor Store,Active,Retail - Liquor Store
885,ABRA-083690,Justin's Cafe,"Justin's Cafe, LLC",C,,1025 1ST STREET SE,306032,399463.01,134439.09,Restaurant,Active,Restaurant
886,ABRA-025982,Jyoti Foods Cuisine,"Joyti Foods, Inc.",C,,2433 18TH STREET NW,235606,396362.94,139279.08,Restaurant,Active,Restaurant
887,ABRA-091276,Kabin,"Kabin Group, LLC",C,,1337 CONNECTICUT AVENUE NW,279096,396337.4,137825.96,Tavern,Active,Tavern
888,ABRA-096957,Kalorama Deli,Kyoung Ja Choi,B,,2343 17TH STREET NW,295033,396645.34,139270.58,Retail - Grocery,Active,Retail - Grocery
889,ABRA-089161,Kangaroo Boxing Club,"Kangaroo Boxing, LLC",C,,3410 11TH STREET NW,230949,397525.76,140473.81,Restaurant,Active,Restaurant
890,ABRA-091148,Kapnos,14 W Bella LLC,C,,1315 W STREET NW,310480,397332.95,139059.8,Restaurant,Active,Restaurant
891,ABRA-071036,Kaz Sushi,"Kaz, LLC",C,,1915 I STREET NW,242549,396160.61,137082.68,Restaurant,Active,Restaurant
892,ABRA-078591,Kearney's Grocery,Kono K. Gemechu,B,,90 O STREET NW,237035,398967.76,137841.85,Retail - Grocery,Active,Retail - Grocery
893,ABRA-082360,Kellari,"Kellari Washington, LLC",C,,1700 K STREET NW,243334,396544.82,137147.58,Restaurant,Active,Restaurant
894,ABRA-000939,Kellys Irish Times,"Jim Dolan's, Inc.",C,,14 F STREET NW,294990,399151.38,136575.37,Tavern,Active,Tavern
895,ABRA-087818,Kenilworth Market,Asmara Incorporated,A,,1612 KENILWORTH AVENUE NE,59977,405645.08,138232.64,Retail - Liquor Store,Active,Retail - Liquor Store
896,ABRA-076574,Kennedy Liquors,"Yulees, Inc.",A,,5501 1ST STREET NW,285215,399013.22,143207.23,Retail - Liquor Store,Active,Retail - Liquor Store
897,ABRA-082807,Kennedy Street Market,Gold Ocean Inc/ Kennedy Street Market,B,,701 KENNEDY STREET NW,285370,398049.1,143181.06,Retail - Grocery,Safekeeping,Retail - Grocery
898,ABRA-071753,Kennedy Warren Club LLC,"Kennedy Warren Club, LLC",C,,3133 CONNECTICUT AVENUE NW,219703,395189.4,140450.31,Tavern,Active,Tavern
899,ABRA-000643,Kenneth H Nash Post 8 American Legion,Kenneth H Nash Post 8,C,,224 D STREET SE,49552,399801.27,135268.39,Club,Active,Club
900,ABRA-099385,Kenny's Smokehouse,J Shoo & Sun A Inc.,C,,732 MARYLAND AVENUE NE,78355,400419.36,136421.01,Restaurant,Active,Restaurant
901,ABRA-088512,Keren Restaurant,"LemLem, LLC",C,,1780 FLORIDA AVENUE NW,243132,396419.97,138764.72,Restaurant,Active,Restaurant
902,ABRA-084082,Khan's,Khan's BBQ Inc.,C,,1125 H STREET NE,285875,400820.74,136907.11,Restaurant,Active,Restaurant
903,ABRA-092419,Kiflu's Wine & Spirits,YAKP Incorporation,A,,1201 5TH STREET NW,237489,398373.52,137556.29,Retail - Liquor Store,Active,Retail - Liquor Store
904,ABRA-060177,King Avenue Liquors,Sanghera Corporation,A,,2757 MARTIN LUTHER KING JR AVENUE SE,44813,400298.57,130995.62,Retail - Liquor Store,Active,Retail - Liquor Store
