OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMENTS,ADDRESS,ADDRID,X,Y,DESCRIPTIO,STATUS,TYPE
1360,ABRA-081238,Public Bar,"The Public Group, LLC",C,,1214 18TH STREET NW,309094,396359.74,137603.14,Tavern,Active,Tavern
1361,ABRA-098973,Public Tenley,"Tenley Grill, LLC",C,,4611 41ST STREET NW,284944,393065.92,142467.23,Restaurant,Active,Restaurant
1362,ABRA-074630,Pupuseria San Miguel,"Pupuseria San Miguel, Inc. Stipulated License",D,,3110 MOUNT PLEASANT STREET NW,236438,396724.99,140146.27,Restaurant,Active,Restaurant
1363,ABRA-024613,Pure Nightclub & Lounge,Kelemewa Corporation,C,,1326 U STREET NW,279068,397334.26,138769.63,Nightclub,Active,Nightclub
1364,ABRA-098066,Purple Patch,"Purple Patch, LLC",C,,3155 MOUNT PLEASANT STREET NW,236418,396731.29,140300.15,Restaurant,Active,Restaurant
1365,ABRA-083074,Quality Convenience Store,Queen Bee LLC,B,,2922 1/2 MARTIN LUTHER KING JR AVENUE SE,303075,400271.01,130835.56,Retail - Grocery,Active,Retail - Grocery
1366,ABRA-073644,Queen of Sheba,"Queen of Sheba, Inc.",C,,1503 9TH STREET NW,225575,397935.95,137998.69,Restaurant,Active,Restaurant
1367,ABRA-075184,R & M Market,"Wisdom Market, Inc.",B,,4003 GAULT PLACE NE,28219,404696.11,136785.5,Retail - Grocery,Active,Retail - Grocery
1368,ABRA-060583,R F D Washington,"Love The Beer, Inc.",C,,810 7TH STREET NW,238405,398072.79,136939.95,Tavern,Active,Tavern
1369,ABRA-093739,Radici,"Radici Uno (One Root), LLC",D,,301 7TH STREET SE,150587,400315.96,135341.15,Restaurant,Active,Restaurant
1370,ABRA-093687,Radici,"Radici Uno (One Root), LLC",B,,301 7TH STREET SE,150587,400315.96,135341.15,Retail - Grocery,Active,Retail - Grocery
1371,ABRA-090797,Radius,"Radius Pizza, LLC",C,,3155 MOUNT PLEASANT STREET NW,236418,396731.29,140300.15,Restaurant,Active,Restaurant
1372,ABRA-079274,Radius At The Ohio-405.1,"Ohio Grille, LLC",C,,1380 H STREET NE,65519,401239.77,136946.83,Restaurant,405.1 New Const,Restaurant
1373,ABRA-060359,Rafael Grocery Deli,Habtmical Letckidan T.,B,,233 FLORIDA AVENUE NW,230021,398685.81,138418.97,Retail - Grocery,Active,Retail - Grocery
1374,ABRA-090283,Rainbow Market,"EMHAN, LLC",B,,626 KENNEDY STREET NW,246750,398089.52,143144.97,Retail - Class B,Active,Retail - Class B
1375,ABRA-070945,Rajaji Curry House,Rajaji Inc.,C,,2603 CONNECTICUT AVENUE NW,219102,395554.08,139563.84,Restaurant,Active,Restaurant
1376,ABRA-097957,Raku,Raku at Cathedral Commons LLC,C,,3312 WISCONSIN AVENUE NW,311545,393694.65,140685.07,Restaurant,Active,Restaurant
1377,ABRA-023943,Raku An Asian Diner,"DMM, LLC.",C,,1900 Q STREET NW,302225,396215.1,138126.41,Restaurant,Safekeeping,Restaurant
1378,ABRA-019046,Randall Grocery,"B & S Business Enterprises, Inc.",B,,2924 MINNESOTA AVENUE SE,287329,403004.84,134284.12,Retail - Grocery,Active,Retail - Grocery
1379,ABRA-090239,Range Aggio,"Chevy Chase Management, LLC",C,,5335 WISCONSIN AVENUE NW,303179,392646.48,143583.12,Restaurant,Active,Restaurant
1380,ABRA-089982,Rappahannock Oyster Bar,"Rappahannock Oyster Bar, LLC",C,,1309 5TH STREET NE,301991,400203.8,137872.89,Tavern,Active,Tavern
1381,ABRA-073791,Rasika,"Rasika, LLC",C,,633 D STREET NW,301792,398153.6,136347.79,Restaurant,Active,Restaurant
1382,ABRA-087042,Rasika West End,Rasika West End LLC,C,,1177 22ND STREET NW,303055,395786.4,137423.52,Restaurant,Active,Restaurant
1383,ABRA-084365,Rasoi,B. BALI CORP.,C,,1810 K STREET NW,240967,396321.52,137153.04,Restaurant,Active,Restaurant
1384,ABRA-005864,Raven Grill,Murray C Warren Inc,C,,3125 MOUNT PLEASANT STREET NW,236407,396766.15,140169.91,Tavern,Active,Tavern
1385,ABRA-094825,Rebellion,"Coddi Wes 1, LLC",C,,1836 18TH STREET NW,302223,396370.32,138598.4,Restaurant,Active,Restaurant
1386,ABRA-060567,Recessions II,Jha Corporation,C,,1823 L STREET NW,241297,396295.71,137347.68,Tavern,Active,Tavern
1387,ABRA-091030,Red Apron at Union Market,"NEIGHBORHOOD RESTAURANT GROUP XVIII,LLC",C,,1309 5TH STREET NE,301991,400203.8,137872.89,Restaurant,Active,Restaurant
1388,ABRA-090742,Red Apron Butchery/ The Partisan,"NEIGHBORHOOD RESTAURANT GROUP  XV, LLC",C,,709 D STREET NW,279896,398050.52,136349.77,Restaurant,Active,Restaurant
1389,ABRA-076076,Red Derby,"Red Derby, LLC",C,,3718 14TH STREET NW,258995,397131.2,141093.94,Tavern,Active,Tavern
1390,ABRA-090419,Red Fire Grill Kabob & Lounge,"Grill Kabob of Georgetown, Inc.",C,,3299 M STREET NW,276121,394278.77,137496.79,Restaurant,Safekeeping,Restaurant
1391,ABRA-090832,RED HEN,SEATON MOTOR COMPANY  LLC,C,,1822 1ST STREET NW,227228,398926.07,138571.35,Restaurant,Active,Restaurant
1392,ABRA-090488,Red Light,"BAR DI BARI, LLC",C,,1401 R STREET NW,309676,397204.89,138322.58,Restaurant,Active,Restaurant
1393,ABRA-085225,Red Line,"Red Line DC, LLC",C,,707 G STREET NW,300508,398059.94,136755.09,Restaurant,Active,Restaurant
1394,ABRA-076011,Red Lounge Hookah,"Salma, LLC",C,,2013 14TH STREET NW,240339,397258.37,138845.27,Restaurant,Active,Restaurant
1395,ABRA-100236,"Red, White and Basil ","A Little Mouthful, LLC",D,,1781 FLORIDA AVENUE NW,279382,396453.6,138846.56,Restaurant,Active,Restaurant
1396,ABRA-090997,RedRocks,"RR4, LLC",C,,1348 H STREET NE,149104,401156.91,136952.59,Restaurant,Active,Restaurant
1397,ABRA-075299,Redrocks,Staccato Enterprises Inc.,C,,1036 PARK ROAD NW,231003,397569.56,140421.78,Restaurant,Active,Restaurant
1398,ABRA-098182,RELIABLE TAVERN & HARDWARE,NYPA   LLC,C,,3655 GEORGIA AVENUE NW,284775,397919.56,140907.04,Tavern,405.1 New Const,Tavern
1399,ABRA-085654,Renaissance Hotel,"Sunstone K9 Lessee, Inc.",C,,999 9TH STREET NW,218802,397945.24,137108.46,Hotel,Active,Hotel
1400,ABRA-078651,Renaissance Washington DC Dupont Circle Hotel,Washington Value Added I  LLC,C,,1143 NEW HAMPSHIRE AVENUE NW,243210,395874.56,137431.64,Hotel,Active,Hotel
1401,ABRA-014272,Rendezvous Lounge,"Cafe Dallul, Inc.",C,,2226 18TH STREET NW,235470,396368.3,139068.53,Tavern,Active,Tavern
1402,ABRA-076499,Republic National Distributing Company,"Republic National Distributing Company, LLC",A,,4235 SHERIFF ROAD NE,24679,405135.67,137164.01,Wholesaler,Active,Wholesaler
1403,ABRA-092826,Residence Inn by Marriott,Chatham Washington DC Leaseco LLC,D,,801 NEW HAMPSHIRE AVENUE NW,277506,395467.93,136889.66,Restaurant,Active,Restaurant
1404,ABRA-060397,Residence Inn/Wash.DC/Thomas Circle,"RIDC, LLC",D,,1199 VERMONT AVENUE NW,278914,397192.18,137395.97,Hotel,Active,Hotel
1405,ABRA-001133,Restaurant Associates,Restaurant Associates Inc.,C,,2700 F STREET NW,293227,395166.69,136452.92,Restaurant,Active,Restaurant
1406,ABRA-020468,Restaurant Judy,Humberto Lopez,C,,2212 14TH STREET NW,242862,397199.85,139087.19,Restaurant,Active,Restaurant
1407,ABRA-000979,Restaurant Nora,Thyme Inc.,C,,2131 FLORIDA AVENUE NW,300184,395872.79,138340.46,Restaurant,Active,Restaurant
1408,ABRA-060371,Restaurant Tropical,"3566 14th Street NW, Washington, DC, LLP",C,,3566 14TH STREET NW,234720,397137.23,140922.48,Restaurant,Safekeeping,Restaurant
1409,ABRA-093799,Reyna Mkt & Deli,"Hananias Food Service, Inc.",A,,4201 MASSACHUSETTS AVENUE NW,294461,392894.34,140889.15,Retail - Liquor Store,Active,Retail - Liquor Store
1410,ABRA-072215,Rhode Island Liquor,"Blue Nile Liquors, LLC",A,,1812 HAMLIN STREET NE,307544,401873.25,140061.46,Retail - Liquor Store,Active,Retail - Liquor Store
1411,ABRA-060730,Rice Restaurant & Bar,"Rice Restaurant, LLC",C,,1608 14TH STREET NW,240210,397200.07,138181.76,Restaurant,Active,Restaurant
1412,ABRA-060532,Rigg's Liquors,"JY Rigg's Liquors, Inc.",A,,5581 SOUTH DAKOTA AVENUE NE,288682,399909.66,143360.18,Retail - Liquor Store,Active,Retail - Liquor Store
1413,ABRA-097516,Right Proper Brewing Company,Right Forward LLC,A,,920 GIRARD STREET NE,82519,400600.89,139874.8,Manufacturer,Active,Manufacturer
1414,ABRA-092357,Right Proper Brewing Company,"Right Proper, LLC",C,,624 T STREET NW,279861,398146.41,138613.26,Tavern,Active,Tavern
1415,ABRA-089981,Righteous Cheese,Pleasure Eats Inc,C,,1309 5TH STREET NE,301991,400203.8,137872.89,Tavern,Active,Tavern
1416,ABRA-089715,Rinconcito Tex-Mex Restaurant,Rinconcito Tex-Rex Corporation,C,,1326 PARK ROAD NW,290205,397333.87,140315.87,Restaurant,Active,Restaurant
1417,ABRA-024972,Ripple,"The Aroma Company, Inc.",C,,3415 CONNECTICUT AVENUE NW,284670,394996.44,140781.91,Tavern,Active,Tavern
1418,ABRA-092168,RiRa Irish Pub,"RiRa Georgetown, LLC",C,,3123 M STREET NW,272031,394637,137505.54,Restaurant,Active,Restaurant
1419,ABRA-076803,RIS,"Bullard Street, LLC",C,,2275 L STREET NW,307948,395680.86,137345.61,Restaurant,Active,Restaurant
1420,ABRA-094391,Ris at Union Market,"Ris at Union Market, LLC",D,,1309 5TH STREET NE,301991,400203.8,137872.89,Tavern,Safekeeping,Tavern
1421,ABRA-060535,Ristorante La Perla,Ischia Inc.,C,,2600 PENNSYLVANIA AVENUE NW,274801,395220.84,137348.04,Restaurant,Active,Restaurant
1422,ABRA-014125,Ristorante Piccolo,"ROTINI, INC.",C,,1068 31ST STREET NW,273821,394680.51,137427.4,Restaurant,Active,Restaurant
1423,ABRA-060660,Ritz Carlton Georgetown,Mpe Hotel I (Georgetown) LLC,C,,3100 SOUTH STREET NW,300061,394648,137263.68,Hotel,Active,Hotel
1424,ABRA-060273,Ritz Carlton Washington DC,"MPE Hotel I (Washington), LLC",C,,2201 M STREET NW,243160,395744.3,137516.99,Hotel,Active,Hotel
1425,ABRA-010299,River Club,"Capital Restaurant Concepts, LTD c/o Veritas Law",C,,515 15TH STREET NW,279820,397103.43,136567.81,Restaurant,Safekeeping,Restaurant
1426,ABRA-000037,Riverside Liquors,The Fischer Corporation,A,,2123 E STREET NW,242543,395862.69,136495.99,Retail - Liquor Store,Active,Retail - Liquor Store
1427,ABRA-088238,Roanoke Valley,"Roanoke Valley DC, LLC",A,,1344 4TH STREET NE,286086,400073.1,137988.27,Wholesaler,Active,Wholesaler
1428,ABRA-072777,Rock N Roll Hotel,"R N R, LLC",C,,1353 H STREET NE,286092,401163.56,136891.68,Tavern,Active,Tavern
1429,ABRA-074970,Rocket Bar,"Comet Investors, Lp",C,,714 7TH STREET NW,238420,398073.8,136795.95,Tavern,Active,Tavern
1430,ABRA-022581,Rocket Liquors,"Milka & Mann, Inc.",A,,900 KENNEDY STREET NW,285453,397747.68,143133.95,Retail - Liquor Store,Active,Retail - Liquor Store
1431,ABRA-078949,Rocklands Barbeque and Grilling Company,JBS Inc,C,,2416 WISCONSIN AVENUE NW,289361,393711.5,139292.49,Restaurant,Active,Restaurant
1432,ABRA-000394,Rodman's Discount Drugs,Discount Drugs Wisconsin Inc,B,,5100 WISCONSIN AVENUE NW,265883,392731.23,143165.7,Retail - Grocery,Active,Retail - Grocery
1433,ABRA-086508,Rogue 24,"Rogue 24, LLC",C,,922 N STREET NW,239757,397843.65,137691.01,Restaurant,Active,Restaurant
1434,ABRA-060496,Roha Liquors,"LAL, Inc.",A,,620 KENNEDY STREET NW,246753,398107.87,143145.69,Retail - Liquor Store,Active,Retail - Liquor Store
1435,ABRA-078514,Roland's of Capitol Hill,"Eugene, Inc.",B,,333 PENNSYLVANIA AVENUE SE,278374,399915.34,135387.41,Retail - Grocery,Active,Retail - Grocery
1436,ABRA-060149,Romain's Table/The Diner,Romain's Table Inc.,C,,2453 18TH STREET NW,295038,396349.4,139330.56,Restaurant,Active,Restaurant
1437,ABRA-092684,Romeo & Juliet,301 Romeo LLC,C,,301 MASSACHUSETTS AVENUE NE,42192,399840.53,136266.35,Restaurant,Active,Restaurant
1438,ABRA-093592,Roofer's Union – Jug and Table,2446 RU LLC,C,,2442 18TH STREET NW,243167,396299.8,139321.83,Tavern,Active,Tavern
1439,ABRA-079568,Room 11,Room 11 LLC,C,,3234 11TH STREET NW,284615,397559.17,140290.93,Tavern,Active,Tavern
1440,ABRA-060757,Rosa Mexicano,Rosa Mexicano DC LLC,C,,575 7TH STREET NW,279832,398134.16,136576.68,Restaurant,Active,Restaurant
1441,ABRA-060822,Rose Queen Liquors,"Yi Kheng Ung Liquors, LLC",A,,830 BLADENSBURG ROAD NE,81066,401489.26,137081.15,Retail - Liquor Store,Active,Retail - Liquor Store
1442,ABRA-077883,Rosebar,"1215 CT, LLC",C,,1215 CONNECTICUT AVENUE NW,241766,396433.43,137617.28,Tavern,Active,Tavern
1443,ABRA-060751,Rosebud Liquor,"Rosebud Liquor, Inc.",A,,1711 17TH STREET NW,241974,396686.93,138345.75,Retail - Liquor Store,Active,Retail - Liquor Store
1444,ABRA-025084,Rosemary's Thyme Bistro,1801 Corporation,C,,1801 18TH STREET NW,243302,396402.36,138490.73,Restaurant,Active,Restaurant
1445,ABRA-089342,Roses Dejavu,"Rose's Dream, Inc.",C,,1378 H STREET NE,149105,401233.25,136947.07,Tavern,Active,Tavern
1446,ABRA-090884,Rose's Luxury,Rose's 1 LLC,C,,717 8TH STREET SE,77418,400409.47,134756.42,Restaurant,Active,Restaurant
1447,ABRA-060338,Roxanne/Peyote,"Ephraim, Inc.",C,,2296 CHAMPLAIN STREET NW,235580,396440.17,139137.62,Restaurant,Safekeeping,Restaurant
1448,ABRA-000704,Royal Palace,Fabwill Inc,C,,1805 CONNECTICUT AVENUE NW,242756,396027.19,138505.86,Nightclub,Active,Nightclub
1449,ABRA-079108,Royal Thai Cuisine & Bar,"BP Group, Inc.",C,,507 H STREET NW,238926,398329.78,136905.23,Restaurant,Active,Restaurant
1450,ABRA-098593,RPM ITALIAN - 405.1,RMP D.C. LLC,C,,601 MASSACHUSETTS AVENUE NW,305814,398247.46,137113.3,Restaurant,405.1 New Const,Restaurant
1451,ABRA-075703,Rugby Cafe,"Polo DC, LLC/Rugbycafe, LLC",C,,1065 WISCONSIN AVENUE NW,273842,394582,137408.91,Restaurant,Safekeeping,Restaurant
1452,ABRA-071023,Rumba Cafe,Rumba Inc.,C,,2443 18TH STREET NW,235621,396354.68,139309.97,Restaurant,Active,Restaurant
1453,ABRA-071717,Rumors Restaurant,"1900 M Restaurant Associates, Inc.",C,,1900 M STREET NW,243290,396194.9,137501.31,Nightclub,Active,Nightclub
1454,ABRA-080952,Russia House,A & A Restaurant Group Inc,C,,1800 CONNECTICUT AVENUE NW,235103,395966.66,138503.22,Restaurant,Active,Restaurant
1455,ABRA-085617,Rustik Tavern,"AED, LLC",C,,84 T STREET NW,279971,398972.89,138617.27,Tavern,Active,Tavern
1456,ABRA-060584,Ruth's Chris Steak House,RCSH Operations,C,,724 9TH STREET NW,279912,397882.93,136821.43,Restaurant,Active,Restaurant
1457,ABRA-060469,Ruth's Chris Steak House,"Rcsh Operations, LLC",C,,2017 S STREET NW,242563,396049.65,138488.67,Restaurant,Active,Restaurant
1458,ABRA-093800,S & G Wine & Liquors,IDA Incorporated,A,,5421 GEORGIA AVENUE NW,254615,397595,143101.81,Retail - Liquor Store,Active,Retail - Liquor Store
1459,ABRA-009122,S & J Liquors,"Watson Deli, Inc.",A,,1500 MASSACHUSETTS AVENUE SE,62558,401437.19,135497.46,Retail - Liquor Store,Active,Retail - Liquor Store
1460,ABRA-097252,S & R Liquors,"S. R. Brothers, Inc",A,,1015 18TH STREET NW,243414,396413.51,137255.78,Retail - Liquor Store,Active,Retail - Liquor Store
1461,ABRA-072300,S&S Liquors,"Kochhar, Inc.",A,,6925 4TH STREET NW,251670,398461.19,145179.47,Retail - Liquor Store,Active,Retail - Liquor Store
1462,ABRA-089011,S.E. Market,Moonkor Corporation,B,,1500 INDEPENDENCE AVENUE SE,62552,401443.1,135548.72,Retail - Grocery,Active,Retail - Grocery
1463,ABRA-084113,Sabor Latino Bar & Grill,"GC Latin Productions, LLC",C,,3910 14TH STREET NW,307848,397139.76,141233.3,Tavern,Active,Tavern
1464,ABRA-090424,SAFARI RESTAURANT AND LOUNGE,FAB LOUNGE INC.  (THE),C,,4306 GEORGIA AVENUE NW,252609,397732.53,141703.73,Tavern,Active,Tavern
1465,ABRA-082176,Safeway,"Safeway, Inc",B,,1100 4TH STREET SW,307170,398511.05,134420.39,Retail - Grocery,Active,Retail - Grocery
1466,ABRA-002195,Safeway,Safeway Inc.,A,,415 14TH STREET SE,26239,401167.04,135078.34,Retail - Liquor Store,Active,Retail - Liquor Store
1467,ABRA-060647,Safeway,"Safeway, Inc.",B,,322 40TH STREET NE,295141,404558.4,136144.21,Retail - Grocery,Active,Retail - Grocery
1468,ABRA-060504,Safeway,"Safeway, Inc.",B,,2845 ALABAMA AVENUE SE,278282,402892.75,132357.23,Retail - Grocery,Active,Retail - Grocery
1469,ABRA-072708,Safeway,"Safeway, Inc.",B,,1747 COLUMBIA ROAD NW,284083,396445.44,139593.32,Retail - Grocery,Active,Retail - Grocery
1470,ABRA-093822,Safeway,"Safeway, Inc",B,,3830 GEORGIA AVENUE NW,225076,397845.01,141173.71,Retail - Grocery,Active,Retail - Grocery
1471,ABRA-076052,Safeway,Safeway Inc.,B,,490 L STREET NW,304767,398408.1,137292.77,Retail - Grocery,Active,Retail - Grocery
1472,ABRA-081583,Safeway,"Safeway, Inc",B,,4865 MACARTHUR BOULEVARD NW,285004,391678.11,138844.95,Retail - Grocery,Active,Retail - Grocery
1473,ABRA-075686,Safeway,"Safeway, Inc.",B,,1601 MARYLAND AVENUE NE,297814,401754.81,136968.47,Retail - Grocery,Active,Retail - Grocery
1474,ABRA-077988,Safeway,"Safeway, Inc.",B,,6500 PINEY BRANCH ROAD NW,285341,397699.34,144623.03,Retail - Grocery,Active,Retail - Grocery
1475,ABRA-075687,Safeway,"Safeway, Inc.",B,,1855 WISCONSIN AVENUE NW,224665,394141.03,138696.71,Retail - Grocery,Active,Retail - Grocery
1476,ABRA-014963,Sakana Japanese Restaurant,TRC Inc.,C,,2026 P STREET NW,242674,396003.55,137953.21,Restaurant,Active,Restaurant
1477,ABRA-083557,Sala Thai,"Red Bean System II, Inc.",C,,3716 GEORGIA AVENUE NW,308354,397861.58,140965.22,Restaurant,Active,Restaurant
1478,ABRA-089604,SALA THAI,"Red Bean System III, Inc.",D,,1817 M STREET NW,241268,396313.59,137555.07,Restaurant,Active,Restaurant
1479,ABRA-071866,Sala Thai,"Red Bean System, Inc.",C,,1301 U STREET NW,297578,397341.04,138816.18,Restaurant,Active,Restaurant
1480,ABRA-091061,Sala Thai,"Red Bean System IV, Inc.",C,,2300 WASHINGTON PLACE NE,306518,400395.44,139171.79,Restaurant,Active,Restaurant
1481,ABRA-098603,Sala Thai (Minnesota Ave),"Green T. Group II, Inc.",C,,4020 MINNESOTA AVENUE NE,310430,404422.68,136448.48,Restaurant,Active,Restaurant
1482,ABRA-082969,Salina Restaurant,Terfneh Kahsay,C,,1936 9TH STREET NW,239510,397897.6,138750.48,Tavern,Active,Tavern
1483,ABRA-097355,Sally's Middle Name,Steak Ice 1310 H LLC,D,,1320 H STREET NE,67743,401086.59,136949.26,Restaurant,Active,Restaurant
1484,ABRA-086790,Salt & Pepper,"Good Neighbors, LLC",C,,5125 MACARTHUR BOULEVARD NW,224084,391174.74,139754.04,Restaurant,Active,Restaurant
1485,ABRA-098331,Salty Dog Tavern,"1723 Dupont, LLC",C,,1723 CONNECTICUT AVENUE NW,218459,396075.85,138386.22,Tavern,Active,Tavern
1486,ABRA-024753,Samber Food Store,David & Cindy Incorporated,B,,3243 MOUNT PLEASANT STREET NW,284618,396668.31,140461.02,Retail - Grocery,Active,Retail - Grocery
1487,ABRA-078174,Sammys Liquor,"Y&D&S, Inc.",A,,2725 BLADENSBURG ROAD NE,45109,403016.84,139664.21,Retail - Liquor Store,Active,Retail - Liquor Store
1488,ABRA-079523,San Antonio Bar & Grill III,Kelly's Michigan Park LLC,C,,3908 12TH STREET NE,29568,400801.24,141076.1,Tavern,Active,Tavern
1489,ABRA-092705,Sandovan Restaurant & Lounge,SANDOVAN INC.,C,,4809 GEORGIA AVENUE NW,252037,397689.68,142306.51,Tavern,Active,Tavern
1490,ABRA-090781,Sangria Cafe,3636 Woodner Limited Partnership,C,,3636 16TH STREET NW,243225,396769.33,140949.77,Restaurant,Safekeeping,Restaurant
1491,ABRA-086424,SANKOFA CAFE,RA - IY   LLC,C,,2714 GEORGIA AVENUE NW,232482,397997.61,139743.28,Tavern,Active,Tavern
1492,ABRA-080550,Sanphan Thai Cuisine,"Chontong, LLC",C,,653 PENNSYLVANIA AVENUE SE,1339,400286.9,135188.15,Restaurant,Active,Restaurant
1493,ABRA-086230,Sara's Market,"HSA Investments, LLC",B,,3008 Q STREET NW,223842,394824.06,138056.41,Retail - Class B,Active,Retail - Class B
1494,ABRA-078790,Satay Club Asian Restaurant,Chen & Zheng Inc.,C,,4654 WISCONSIN AVENUE NW,284950,392972.47,142551.26,Restaurant,Active,Restaurant
1495,ABRA-087296,Satellite Room,"H2, LLC",C,,2047 9TH STREET NW,284163,397949.9,138918.08,Tavern,Active,Tavern
1496,ABRA-086803,Sauf Haus,"PGS, LLC",C,,1216 18TH STREET NW,241286,396359.48,137611.68,Tavern,Active,Tavern
1497,ABRA-000178,Sav-on Liquors,Sav-on Liquors Inc.,A,,1414 14TH STREET NW,218119,397205.15,137947.82,Retail - Liquor Store,Active,Retail - Liquor Store
1498,ABRA-090804,Savoy Suites Hotel,"CS Bond St. AB-S Holdings, LLC",C,,2505 WISCONSIN AVENUE NW,301508,393691.04,139495.11,Hotel,Active,Hotel
1499,ABRA-099955,SAX,734 NW LLC,C,,734 11TH STREET NW,308515,397634.78,136833.65,Tavern,Active,Tavern
1500,ABRA-098546,Scarlet Oak,909 New Jersey Avenue Associates LLC,C,,909 NEW JERSEY AVENUE SE,289057,399523.39,134558.73,Restaurant,Active,Restaurant
1501,ABRA-089800,Scheele's Market,"NF 21, Inc.",B,,1331 29TH STREET NW,223561,394970.65,137773.6,Retail - Class B,Active,Retail - Class B
1502,ABRA-000252,Schneider's of Capitol Hill,"Schneiders Liquor Co., Inc",A,,300 MASSACHUSETTS AVENUE NE,287345,399883.21,136309.46,Retail - Liquor Store,Active,Retail - Liquor Store
1503,ABRA-074353,Science Club,"Tea Room, LLC",C,,1136 19TH STREET NW,241071,396201.89,137444.71,Tavern,Active,Tavern
1504,ABRA-082174,Scion Restaurant,"Zodiac Restaurant Group, Inc.",C,,2100 P STREET NW,300952,395924.58,137960.76,Restaurant,Active,Restaurant
1505,ABRA-084184,Second State,"Good Life 1831 M, LLC",C,,1831 M STREET NW,241273,396271.09,137561.7,Tavern,Active,Tavern
1506,ABRA-078742,Sei Restaurant & Lounge,"Sei Restaurant & Lounge, LLC",C,,444 7TH STREET NW,279783,398074.03,136432.07,Restaurant,Active,Restaurant
1507,ABRA-060080,Selam Restaurant/Gold Room,Haile G. Bainosai,C,,1524 U STREET NW,242099,396915.26,138771.01,Restaurant,Active,Restaurant
1508,ABRA-086142,Senart's Oyster & Chop House,"Senart's Oyster House, LLC",C,,520 8TH STREET SE,152330,400459.23,134903.21,Restaurant,Active,Restaurant
1509,ABRA-071453,Sequoia Grill,Ark Potomac Corp,C,,3000 K STREET NW,273872,394816.78,137108.34,Restaurant,Active,Restaurant
1510,ABRA-098880,Serendipity,ANOTHER CUP OF DREAMS  LLC,C,,3301 12TH STREET NE,150672,400808,140317.09,Tavern,Active,Tavern
1511,ABRA-086034,Serendipity 3,"3150 M Restaurant Group, LLC",C,,3150 M STREET NW,279671,394568.42,137461.23,Restaurant,Safekeeping,Restaurant
1512,ABRA-022889,Serengeti,Serengeti Entertainment Group Inc.,C,,6210 GEORGIA AVENUE NW,253214,397576.07,144159.54,Restaurant,Active,Restaurant
1513,ABRA-060026,Serv-u-Liquors,"Beletesh, Ltd",A,,1935 9TH STREET NW,243152,397939.75,138757.44,Retail - Liquor Store,Active,Retail - Liquor Store
1514,ABRA-060669,Sette,Style Inc.,C,,1666 CONNECTICUT AVENUE NW,242635,396059.03,138272.99,Restaurant,Active,Restaurant
1515,ABRA-089205,Sette Osteria,"The Cafe-Bar At 14th, LLC",C,,1634 14TH STREET NW,302969,397199.62,138283.52,Restaurant,Active,Restaurant
1516,ABRA-000654,Seven Seas Restaurant,"Seven Seas, Inc.",C,,5915 GEORGIA AVENUE NW,254295,397600.79,143702.57,Restaurant,Safekeeping,Restaurant
1517,ABRA-070948,Seymours Liquors,"JCP Liquors, Inc.",A,,5581 CENTRAL AVENUE SE,288681,407024.57,135308.68,Retail - Liquor Store,Active,Retail - Liquor Store
1518,ABRA-075871,Shadow Room,"Acott Ventures, LLC",C,,2131 K STREET NW,242483,395865.47,137227.39,Nightclub,Active,Nightclub
1519,ABRA-086070,Shake Shack,"Shake Shack 18th Street NW Washington DC, LLC",D,,1216 18TH STREET NW,241286,396359.48,137611.68,Restaurant,Active,Restaurant
1520,ABRA-090756,Shake Shack,"Shake Shack 800 F Street, LLC",D,,800 F STREET NW,238378,397980.18,136570.17,Restaurant,Active,Restaurant
1521,ABRA-094919,Shake Shack,"Shake Shack Union Station Washington DC, LLC",D,,50 MASSACHUSETTS AVENUE NE,293243,399463.98,136632.07,Restaurant,Active,Restaurant
1522,ABRA-087348,Shanghai Lounge,"Washington Wanbao, Inc",C,,1734 WISCONSIN AVENUE NW,273634,394162.99,138523.51,Restaurant,Active,Restaurant
1523,ABRA-095169,Shaw Howard Deli,"SHAW HOWARD DELI,  LLC",B,,1911 7TH STREET NW,218563,398116.28,138676.26,Retail - Class B,Active,Retail - Class B
1524,ABRA-098037,Shaws Tavern,520 Florida Avenue Restaurant LLC,C,,520 FLORIDA AVENUE NW,302311,398292.12,138589.38,Tavern,Active,Tavern
1525,ABRA-060563,Sheffield Wine And Liquors,Arlington Beverage Corp,A,,5025 CONNECTICUT AVENUE NW,285049,393947.62,143090.26,Retail - Liquor Store,Active,Retail - Liquor Store
1526,ABRA-071676,Shelly's Back Room,"RPM Restaurant, LLC",C,,1331 F STREET NW,240659,397317.22,136643.83,Tavern,Active,Tavern
1527,ABRA-070233,Shemali's,"Shemali's, Inc.",B,,3306 WISCONSIN AVENUE NW,302276,393695.76,140654.58,Retail - Class B,Safekeeping,Retail - Class B
1528,ABRA-087466,Shepherd Market,"Shepherd Market, LLC",B,,1247 SHEPHERD STREET NW,223635,397444.28,141340.25,Retail - Grocery,Active,Retail - Grocery
1529,ABRA-086022,Sherry's Wine and Spirits,Krishna Corporation,A,,2627 CONNECTICUT AVENUE NW,219099,395532.1,139611.96,Retail - Liquor Store,Active,Retail - Liquor Store
1530,ABRA-085215,Shipley Liquors,"H & M Liquors, Inc.",A,,2281 SAVANNAH STREET SE,302046,402484.33,131092.19,Retail - Liquor Store,Active,Retail - Liquor Store
